# hostname: saiwaicho
# ngspice: ******
# gmin: 1e-12
# source: nfettrans.cir
# timestamp: 2026-01-23T21:26:08Z
time,v(ng),i(Vg_sense),i(Vd_sense),i(Vs_sense),i(Vb_sense)
1.72800000e-05,3.11040000e-02,4.39415045e-12,1.39415038e-12,6.10960710e-13,5.17734012e-12
1.82800000e-05,3.29040000e-02,4.39046643e-12,1.39792826e-12,6.16698046e-13,5.17169665e-12
1.92800000e-05,3.47040000e-02,4.38690901e-12,1.40195384e-12,6.22686330e-13,5.16617652e-12
2.02800000e-05,3.65040000e-02,4.38330003e-12,1.40621879e-12,6.28971999e-13,5.16054682e-12
2.12800000e-05,3.83040000e-02,4.37981824e-12,1.41075892e-12,6.35537176e-13,5.15503998e-12
2.22800000e-05,4.01040000e-02,4.37628549e-12,1.41556742e-12,6.42429831e-13,5.14942308e-12
2.32800000e-05,4.19040000e-02,4.37288055e-12,1.42068169e-12,6.49633704e-13,5.14392853e-12
2.42800000e-05,4.37040000e-02,4.36942530e-12,1.42609662e-12,6.57198471e-13,5.13832344e-12
2.52800000e-05,4.55040000e-02,4.36609852e-12,1.43185137e-12,6.65109667e-13,5.13284022e-12
2.62800000e-05,4.73040000e-02,4.36272212e-12,1.43794270e-12,6.73418863e-13,5.12724596e-12
2.72800000e-05,4.91040000e-02,4.35947490e-12,1.44441177e-12,6.82113591e-13,5.12177308e-12
2.82800000e-05,5.09040000e-02,4.35617880e-12,1.45125740e-12,6.91247527e-13,5.11618867e-12
2.92800000e-05,5.27040000e-02,4.35301262e-12,1.45852296e-12,7.00810423e-13,5.11072515e-12
3.02800000e-05,5.45040000e-02,4.34979834e-12,1.46620959e-12,7.10858295e-13,5.10514963e-12
3.12800000e-05,5.63040000e-02,4.34671479e-12,1.47436309e-12,7.21383359e-13,5.09969451e-12
3.22800000e-05,5.81040000e-02,4.34358395e-12,1.48298719e-12,7.32444233e-13,5.09412691e-12
3.32800000e-05,5.99040000e-02,4.34058470e-12,1.49213042e-12,7.44035877e-13,5.08867924e-12
3.42800000e-05,6.17040000e-02,4.33753903e-12,1.50179936e-12,7.56219795e-13,5.08311859e-12
3.52800000e-05,6.35040000e-02,4.33462584e-12,1.51204556e-12,7.68993995e-13,5.07767741e-12
3.62800000e-05,6.53040000e-02,4.33166717e-12,1.52287880e-12,7.82423194e-13,5.07212278e-12
3.72800000e-05,6.71040000e-02,4.32884192e-12,1.53435400e-12,7.96508785e-13,5.06668713e-12
3.82800000e-05,6.89040000e-02,4.32597215e-12,1.54648447e-12,8.11319056e-13,5.06113757e-12
3.92800000e-05,7.07040000e-02,4.32323682e-12,1.55932887e-12,8.26859164e-13,5.05570652e-12
4.02800000e-05,7.25040000e-02,4.32045800e-12,1.57290447e-12,8.43201363e-13,5.05016110e-12
4.12800000e-05,7.43040000e-02,4.31781467e-12,1.58727406e-12,8.60354994e-13,5.04473373e-12
4.22800000e-05,7.61040000e-02,4.31512893e-12,1.60245932e-12,8.78396721e-13,5.03919153e-12
4.32800000e-05,7.79040000e-02,4.31257978e-12,1.61852767e-12,8.97340533e-13,5.03376692e-12
4.42800000e-05,7.97040000e-02,4.30998938e-12,1.63550564e-12,9.17267997e-13,5.02822702e-12
4.52800000e-05,8.15040000e-02,4.30753674e-12,1.65346580e-12,9.38198267e-13,5.02280427e-12
4.62800000e-05,8.33040000e-02,4.30504403e-12,1.67244011e-12,9.60218358e-13,5.01726578e-12
4.72800000e-05,8.51040000e-02,4.30269031e-12,1.69250685e-12,9.83353168e-13,5.01184400e-12
4.82800000e-05,8.69040000e-02,4.30029779e-12,1.71370401e-12,1.00769576e-12,5.00630604e-12
4.92800000e-05,8.87040000e-02,4.29804554e-12,1.73611623e-12,1.03327743e-12,5.00088434e-12
5.02800000e-05,9.05040000e-02,4.29575581e-12,1.75978819e-12,1.06019795e-12,4.99534604e-12
5.12800000e-05,9.23040000e-02,4.29360770e-12,1.78481160e-12,1.08849572e-12,4.98992358e-12
5.22800000e-05,9.41040000e-02,4.29142348e-12,1.81123860e-12,1.11827800e-12,4.98438409e-12
5.32800000e-05,9.59040000e-02,4.28938231e-12,1.83916875e-12,1.14959104e-12,4.97896002e-12
5.42800000e-05,9.77040000e-02,4.28730647e-12,1.86866248e-12,1.18255044e-12,4.97341851e-12
5.52800000e-05,9.95040000e-02,4.28537516e-12,1.89982808e-12,1.21721122e-12,4.96799202e-12
5.62800000e-05,1.01304000e-01,4.28341070e-12,1.93273518e-12,1.25369818e-12,4.96244769e-12
5.72800000e-05,1.03104000e-01,4.28159230e-12,1.96750179e-12,1.29207610e-12,4.95701799e-12
5.82800000e-05,1.04904000e-01,4.27974233e-12,2.00420778e-12,1.33248005e-12,4.95147005e-12
5.92800000e-05,1.06704000e-01,4.27804005e-12,2.04298193e-12,1.37498562e-12,4.94603636e-12
6.02800000e-05,1.08504000e-01,4.27630784e-12,2.08391551e-12,1.41973929e-12,4.94048406e-12
6.12800000e-05,1.10304000e-01,4.27472500e-12,2.12714931e-12,1.46682866e-12,4.93504565e-12
6.22800000e-05,1.12104000e-01,4.27311396e-12,2.17278722e-12,1.51641291e-12,4.92948827e-12
6.32800000e-05,1.13904000e-01,4.27165403e-12,2.22098338e-12,1.56859300e-12,4.92404441e-12
6.42800000e-05,1.15704000e-01,4.27016770e-12,2.27185573e-12,1.62354218e-12,4.91848126e-12
6.52800000e-05,1.17504000e-01,4.26883432e-12,2.32557324e-12,1.68137626e-12,4.91303130e-12
6.62800000e-05,1.19304000e-01,4.26747639e-12,2.38226948e-12,1.74228415e-12,4.90746172e-12
6.72800000e-05,1.21104000e-01,4.26627332e-12,2.44212987e-12,1.80639816e-12,4.90200502e-12
6.82800000e-05,1.22904000e-01,4.26504764e-12,2.50530536e-12,1.87392460e-12,4.89642840e-12
6.92800000e-05,1.24704000e-01,4.26397878e-12,2.57199969e-12,1.94501411e-12,4.89096437e-12
7.02800000e-05,1.26504000e-01,4.26288934e-12,2.64238311e-12,2.01989231e-12,4.88538014e-12
7.12800000e-05,1.28304000e-01,4.26195878e-12,2.71667967e-12,2.09873023e-12,4.87990823e-12
7.22800000e-05,1.30104000e-01,4.26100973e-12,2.79508109e-12,2.18177495e-12,4.87431587e-12
7.32800000e-05,1.31904000e-01,4.26022168e-12,2.87783405e-12,2.26922013e-12,4.86883560e-12
7.42800000e-05,1.33704000e-01,4.25941731e-12,2.96515406e-12,2.36133672e-12,4.86323465e-12
7.52800000e-05,1.35504000e-01,4.25877616e-12,3.05731294e-12,2.45834352e-12,4.85774558e-12
7.62800000e-05,1.37304000e-01,4.25812094e-12,3.15455269e-12,2.56053799e-12,4.85213564e-12
7.72800000e-05,1.39104000e-01,4.25763122e-12,3.25717303e-12,2.66816685e-12,4.84663740e-12
7.82800000e-05,1.40904000e-01,4.25712976e-12,3.36544539e-12,2.78155702e-12,4.84101813e-12
7.92800000e-05,1.42704000e-01,4.25679618e-12,3.47970049e-12,2.90098625e-12,4.83551042e-12
8.02800000e-05,1.44504000e-01,4.25645325e-12,3.60024246e-12,3.02681415e-12,4.82988156e-12
8.12800000e-05,1.46304000e-01,4.25628066e-12,3.72743648e-12,3.15935297e-12,4.82436417e-12
8.22800000e-05,1.48104000e-01,4.25610121e-12,3.86162298e-12,3.29899865e-12,4.81872554e-12
8.32800000e-05,1.49904000e-01,4.25609461e-12,4.00320542e-12,3.44610172e-12,4.81319831e-12
8.42800000e-05,1.51704000e-01,4.25608342e-12,4.15256457e-12,3.60109846e-12,4.80754953e-12
8.52800000e-05,1.53504000e-01,4.25624785e-12,4.31014639e-12,3.76438195e-12,4.80201230e-12
8.62800000e-05,1.55304000e-01,4.25641050e-12,4.47637647e-12,3.93643329e-12,4.79635368e-12
8.72800000e-05,1.57104000e-01,4.25675146e-12,4.65174799e-12,4.11769281e-12,4.79080664e-12
8.82800000e-05,1.58904000e-01,4.25709336e-12,4.83673631e-12,4.30869139e-12,4.78513828e-12
8.92800000e-05,1.60704000e-01,4.25761636e-12,5.03188706e-12,4.50992180e-12,4.77958161e-12
9.02800000e-05,1.62504000e-01,4.25814310e-12,5.23773088e-12,4.72197022e-12,4.77390376e-12
9.12800000e-05,1.64304000e-01,4.25885379e-12,5.45487165e-12,4.94538767e-12,4.76833777e-12
9.22800000e-05,1.66104000e-01,4.25957112e-12,5.68390138e-12,5.18082171e-12,4.76265079e-12
9.32800000e-05,1.67904000e-01,4.26047532e-12,5.92548864e-12,5.42888806e-12,4.75707590e-12
9.42800000e-05,1.69704000e-01,4.26138914e-12,6.18029360e-12,5.69030242e-12,4.75138032e-12
9.52800000e-05,1.71504000e-01,4.26249284e-12,6.44905664e-12,5.96575234e-12,4.74579714e-12
9.62800000e-05,1.73304000e-01,4.26360920e-12,6.73251362e-12,6.25602920e-12,4.74009361e-12
9.72800000e-05,1.75104000e-01,4.26491852e-12,7.03148466e-12,6.56190029e-12,4.73450289e-12
9.82800000e-05,1.76904000e-01,4.26624364e-12,7.34678963e-12,6.88424098e-12,4.72879228e-12
9.92800000e-05,1.78704000e-01,4.26776488e-12,7.67933717e-12,7.22390707e-12,4.72319498e-12
1.00280000e-04,1.80504000e-01,4.26930511e-12,8.03004043e-12,7.58186722e-12,4.71747832e-12
1.01280000e-04,1.82304000e-01,4.27104470e-12,8.39990632e-12,7.95907544e-12,4.71187558e-12
1.02280000e-04,1.84104000e-01,4.27280655e-12,8.78995149e-12,8.35660390e-12,4.70615414e-12
1.03280000e-04,1.85904000e-01,4.27477108e-12,9.20129194e-12,8.77551568e-12,4.70054733e-12
1.04280000e-04,1.87704000e-01,4.27676120e-12,9.63505920e-12,9.21699780e-12,4.69482261e-12
1.05280000e-04,1.89504000e-01,4.27895737e-12,1.00924903e-11,9.68223434e-12,4.68921335e-12
1.06280000e-04,1.91304000e-01,4.28118255e-12,1.05748443e-11,1.01725398e-11,4.68348710e-12
1.07280000e-04,1.93104000e-01,4.28361723e-12,1.10834926e-11,1.06892325e-11,4.67787729e-12
1.08280000e-04,1.94904000e-01,4.28608439e-12,1.16198356e-11,1.12337685e-11,4.67215154e-12
1.09280000e-04,1.96704000e-01,4.28876454e-12,1.21853938e-11,1.18076149e-11,4.66654338e-12
1.10280000e-04,1.98504000e-01,4.29148072e-12,1.27817245e-11,1.24123848e-11,4.66082050e-12
1.11280000e-04,2.00304000e-01,4.29441346e-12,1.34105136e-11,1.30497106e-11,4.65521651e-12
1.12280000e-04,2.02104000e-01,4.29738583e-12,1.40734926e-11,1.37213792e-11,4.64949920e-12
1.13280000e-04,2.03904000e-01,4.30057837e-12,1.47725305e-11,1.44292066e-11,4.64390228e-12
1.14280000e-04,2.05704000e-01,4.30381418e-12,1.55095521e-11,1.51751727e-11,4.63819363e-12
1.15280000e-04,2.07504000e-01,4.30727385e-12,1.62866298e-11,1.59612966e-11,4.63260706e-12
1.16280000e-04,2.09304000e-01,4.31078048e-12,1.71059025e-11,1.67897724e-11,4.62691058e-12
1.17280000e-04,2.11104000e-01,4.31451468e-12,1.79696680e-11,1.76628446e-11,4.62133811e-12
1.18280000e-04,2.12904000e-01,4.31829960e-12,1.88803028e-11,1.85829447e-11,4.61565777e-12
1.19280000e-04,2.14704000e-01,4.32231585e-12,1.98403548e-11,1.95525670e-11,4.61010363e-12
1.20280000e-04,2.16504000e-01,4.32638659e-12,2.08524636e-11,2.05744062e-11,4.60444393e-12
1.21280000e-04,2.18304000e-01,4.33069246e-12,2.19194542e-11,2.16512338e-11,4.59891288e-12
1.22280000e-04,2.20104000e-01,4.33505664e-12,2.30442581e-11,2.27860358e-11,4.59327888e-12
1.23280000e-04,2.21904000e-01,4.33965978e-12,2.42300075e-11,2.39818910e-11,4.58777628e-12
1.24280000e-04,2.23704000e-01,4.34432506e-12,2.54799571e-11,2.52421085e-11,4.58217365e-12
1.25280000e-04,2.25504000e-01,4.34923316e-12,2.67975796e-11,2.65701072e-11,4.57670553e-12
1.26280000e-04,2.27304000e-01,4.35420727e-12,2.81864880e-11,2.79695546e-11,4.57114065e-12
1.27280000e-04,2.29104000e-01,4.35942806e-12,2.96505319e-11,2.94442463e-11,4.56571374e-12
1.28280000e-04,2.30904000e-01,4.36471874e-12,3.11937214e-11,3.09982464e-11,4.56019375e-12
1.29280000e-04,2.32704000e-01,4.37025998e-12,3.28203239e-11,3.26357683e-11,4.55481560e-12
1.30280000e-04,2.34504000e-01,4.37587498e-12,3.45347887e-11,3.43613152e-11,4.54934846e-12
1.31280000e-04,2.36304000e-01,4.38174443e-12,3.63418458e-11,3.61795628e-11,4.54402748e-12
1.32280000e-04,2.38104000e-01,4.38769153e-12,3.82464315e-11,3.80955009e-11,4.53862209e-12
1.33280000e-04,2.39904000e-01,4.39389695e-12,4.02537877e-11,4.01143170e-11,4.53336768e-12
1.34280000e-04,2.41704000e-01,4.40018389e-12,4.23693895e-11,4.22415394e-11,4.52803395e-12
1.35280000e-04,2.43504000e-01,4.40673302e-12,4.45990458e-11,4.44829222e-11,4.52285658e-12
1.36280000e-04,2.45304000e-01,4.41336752e-12,4.69488278e-11,4.68445898e-11,4.51760555e-12
1.37280000e-04,2.47104000e-01,4.42026804e-12,4.94251718e-11,4.93329230e-11,4.51251686e-12
1.38280000e-04,2.48904000e-01,4.42725777e-12,5.20348089e-11,5.19547058e-11,4.50736082e-12
1.39280000e-04,2.50704000e-01,4.43451733e-12,5.47848691e-11,5.47170127e-11,4.50237375e-12
1.40280000e-04,2.52504000e-01,4.44186987e-12,5.76828135e-11,5.76273570e-11,4.49732634e-12
1.41280000e-04,2.54304000e-01,4.44949602e-12,6.07365396e-11,6.06935804e-11,4.49245529e-12
1.42280000e-04,2.56104000e-01,4.45721890e-12,6.39543155e-11,6.39240028e-11,4.48753167e-12
1.43280000e-04,2.57904000e-01,4.46521911e-12,6.73448875e-11,6.73273140e-11,4.48279261e-12
1.44280000e-04,2.59704000e-01,4.47331972e-12,7.09174157e-11,7.09127258e-11,4.47800960e-12
1.45280000e-04,2.61504000e-01,4.48170132e-12,7.46815844e-11,7.46898655e-11,4.47342023e-12
1.46280000e-04,2.63304000e-01,4.49018695e-12,7.86475399e-11,7.86689303e-11,4.46879649e-12
1.47280000e-04,2.65104000e-01,4.49895714e-12,8.28260029e-11,8.28605835e-11,4.46437646e-12
1.48280000e-04,2.66904000e-01,4.50783491e-12,8.72282090e-11,8.72761112e-11,4.45993267e-12
1.49280000e-04,2.68704000e-01,4.51700075e-12,9.18660238e-11,9.19273208e-11,4.45570375e-12
1.50280000e-04,2.70504000e-01,4.52627762e-12,9.67518860e-11,9.68267008e-11,4.45146280e-12
1.51280000e-04,2.72304000e-01,4.53584595e-12,1.01898925e-10,1.01987322e-10,4.44744909e-12
1.52280000e-04,2.74104000e-01,4.54552868e-12,1.07320909e-10,1.07423001e-10,4.44343635e-12
1.53280000e-04,2.75904000e-01,4.55550618e-12,1.13032361e-10,1.13148203e-10,4.43966452e-12
1.54280000e-04,2.77704000e-01,4.56560132e-12,1.19048516e-10,1.19178209e-10,4.43590805e-12
1.55280000e-04,2.79504000e-01,4.57599441e-12,1.25385436e-10,1.25529023e-10,4.43240763e-12
1.56280000e-04,2.81304000e-01,4.58650826e-12,1.32059973e-10,1.32217543e-10,4.42893848e-12
1.57280000e-04,2.83104000e-01,4.59732312e-12,1.39089889e-10,1.39261470e-10,4.42574210e-12
1.58280000e-04,2.84904000e-01,4.60826174e-12,1.46493815e-10,1.46679483e-10,4.42259458e-12
1.59280000e-04,2.86704000e-01,4.61950428e-12,1.54291388e-10,1.54491154e-10,4.41973832e-12
1.60280000e-04,2.88504000e-01,4.63087342e-12,1.62503204e-10,1.62717127e-10,4.41695036e-12
1.61280000e-04,2.90304000e-01,4.64254926e-12,1.71150961e-10,1.71379036e-10,4.41447410e-12
1.62280000e-04,2.92104000e-01,4.65435437e-12,1.80257420e-10,1.80499687e-10,4.41208760e-12
1.63280000e-04,2.93904000e-01,4.66646879e-12,1.89846553e-10,1.90102986e-10,4.41003535e-12
1.64280000e-04,2.95704000e-01,4.67871501e-12,1.99943504e-10,2.00214122e-10,4.40809658e-12
1.65280000e-04,2.97504000e-01,4.69127296e-12,2.10574744e-10,2.10859500e-10,4.40651696e-12
1.66280000e-04,2.99304000e-01,4.70396504e-12,2.21768043e-10,2.22066931e-10,4.40507697e-12
1.67280000e-04,3.01104000e-01,4.71697109e-12,2.33552622e-10,2.33865570e-10,4.40402361e-12
1.68280000e-04,3.02904000e-01,4.73011343e-12,2.45959139e-10,2.46286114e-10,4.40313875e-12
1.69280000e-04,3.04704000e-01,4.74357178e-12,2.59019842e-10,2.59360743e-10,4.40267083e-12
1.70280000e-04,3.06504000e-01,4.75716834e-12,2.72768559e-10,2.73123324e-10,4.40240322e-12
1.71280000e-04,3.08304000e-01,4.77108276e-12,2.87240864e-10,2.87609361e-10,4.40258596e-12
1.72280000e-04,3.10104000e-01,4.78513712e-12,3.02474074e-10,3.02856207e-10,4.40300409e-12
1.73280000e-04,3.11904000e-01,4.79951095e-12,3.18507415e-10,3.18903016e-10,4.40390941e-12
1.74280000e-04,3.13704000e-01,4.81402622e-12,3.35382031e-10,3.35790969e-10,4.40508875e-12
1.75280000e-04,3.15504000e-01,4.82886233e-12,3.53141162e-10,3.53563229e-10,4.40679584e-12
1.76280000e-04,3.17304000e-01,4.84384115e-12,3.71830151e-10,3.72265173e-10,4.40881952e-12
1.77280000e-04,3.19104000e-01,4.85914196e-12,3.91496638e-10,3.91944365e-10,4.41141559e-12
1.78280000e-04,3.20904000e-01,4.87458648e-12,4.12190574e-10,4.12650786e-10,4.41437511e-12
1.79280000e-04,3.22704000e-01,4.89035387e-12,4.33964423e-10,4.34436820e-10,4.41795617e-12
1.80280000e-04,3.24504000e-01,4.90626574e-12,4.56873185e-10,4.57357499e-10,4.42195222e-12
1.81280000e-04,3.26304000e-01,4.92250111e-12,4.80974609e-10,4.81470486e-10,4.42662386e-12
1.82280000e-04,3.28104000e-01,4.93888145e-12,5.06329226e-10,5.06836340e-10,4.43176718e-12
1.83280000e-04,3.29904000e-01,4.95558564e-12,5.33000570e-10,5.33518510e-10,4.43764552e-12
1.84280000e-04,3.31704000e-01,4.97243500e-12,5.61055225e-10,5.61583602e-10,4.44405785e-12
1.85280000e-04,3.33504000e-01,4.98960830e-12,5.90563055e-10,5.91101392e-10,4.45127050e-12
1.86280000e-04,3.35304000e-01,5.00692670e-12,6.21597260e-10,6.22145102e-10,4.45908559e-12
1.87280000e-04,3.37104000e-01,5.02456882e-12,6.54234625e-10,6.54791421e-10,4.46777272e-12
1.88280000e-04,3.38904000e-01,5.04235569e-12,6.88555582e-10,6.89120800e-10,4.47713743e-12
1.89280000e-04,3.40704000e-01,5.06046576e-12,7.24644471e-10,7.25217483e-10,4.48745293e-12
1.90280000e-04,3.42504000e-01,5.07871992e-12,7.62589621e-10,7.63169812e-10,4.49852846e-12
1.91280000e-04,3.44304000e-01,5.09729648e-12,8.02483618e-10,8.03070274e-10,4.51064113e-12
1.92280000e-04,3.46104000e-01,5.11601616e-12,8.44423406e-10,8.45015818e-10,4.52360428e-12
1.93280000e-04,3.47904000e-01,5.13505712e-12,8.88510563e-10,8.89107921e-10,4.53769925e-12
1.94280000e-04,3.49704000e-01,5.15423993e-12,9.34851417e-10,9.35452914e-10,4.55274382e-12
1.95280000e-04,3.51504000e-01,5.17374258e-12,9.83557346e-10,9.84162064e-10,4.56902395e-12
1.96280000e-04,3.53304000e-01,5.19338549e-12,1.03474490e-09,1.03535192e-09,4.58636223e-12
1.97280000e-04,3.55104000e-01,5.21334650e-12,1.08853611e-09,1.08914441e-09,4.60504967e-12
1.98280000e-04,3.56904000e-01,5.23344586e-12,1.14505866e-09,1.14566719e-09,4.62491409e-12
1.99280000e-04,3.58704000e-01,5.25386124e-12,1.20444618e-09,1.20505379e-09,4.64625194e-12
2.00280000e-04,3.60504000e-01,5.27441275e-12,1.26683841e-09,1.26744393e-09,4.66889675e-12
2.01280000e-04,3.62304000e-01,5.29527790e-12,1.33238160e-09,1.33298372e-09,4.69315090e-12
2.02280000e-04,3.64104000e-01,5.31627661e-12,1.40122861e-09,1.40182603e-09,4.71885405e-12
2.03280000e-04,3.65904000e-01,5.33758625e-12,1.47353934e-09,1.47413061e-09,4.74631502e-12
2.04280000e-04,3.67704000e-01,5.35902658e-12,1.54948091e-09,1.55006456e-09,4.77538016e-12
2.05280000e-04,3.69504000e-01,5.38077478e-12,1.62922802e-09,1.62980243e-09,4.80636523e-12
2.06280000e-04,3.71304000e-01,5.40265048e-12,1.71296321e-09,1.71352674e-09,4.83912380e-12
2.07280000e-04,3.73104000e-01,5.42483070e-12,1.80087724e-09,1.80142809e-09,4.87397914e-12
2.08280000e-04,3.74904000e-01,5.44713488e-12,1.89316933e-09,1.89370567e-09,4.91079263e-12
2.09280000e-04,3.76704000e-01,5.46973989e-12,1.99004760e-09,1.99056744e-09,4.94989566e-12
2.10280000e-04,3.78504000e-01,5.49246503e-12,2.09172932e-09,2.09223062e-09,4.99115803e-12
2.11280000e-04,3.80304000e-01,5.51548699e-12,2.19844137e-09,2.19892193e-09,5.03491987e-12
2.12280000e-04,3.82104000e-01,5.53862491e-12,2.31042051e-09,2.31087807e-09,5.08106009e-12
2.13280000e-04,3.83904000e-01,5.56205534e-12,2.42791386e-09,2.42834599e-09,5.12992822e-12
2.14280000e-04,3.85704000e-01,5.58559725e-12,2.55117923e-09,2.55158341e-09,5.18141295e-12
2.15280000e-04,3.87504000e-01,5.60942704e-12,2.68048555e-09,2.68085910e-09,5.23587396e-12
2.16280000e-04,3.89304000e-01,5.63336353e-12,2.81611328e-09,2.81645344e-09,5.29321043e-12
2.17280000e-04,3.91104000e-01,5.65758295e-12,2.95835489e-09,2.95865868e-09,5.35379295e-12
2.18280000e-04,3.92904000e-01,5.68190399e-12,3.10751521e-09,3.10777958e-09,5.41753197e-12
2.19280000e-04,3.94704000e-01,5.70650274e-12,3.26391199e-09,3.26413368e-09,5.48480977e-12
2.20280000e-04,3.96504000e-01,5.73119772e-12,3.42787630e-09,3.42805194e-09,5.55554890e-12
2.21280000e-04,3.98304000e-01,5.75616489e-12,3.59975305e-09,3.59987907e-09,5.63014415e-12
2.22280000e-04,4.00104000e-01,5.78122263e-12,3.77990147e-09,3.77997416e-09,5.70853102e-12
2.23280000e-04,4.01904000e-01,5.80654674e-12,3.96869565e-09,3.96871108e-09,5.79111767e-12
2.24280000e-04,4.03704000e-01,5.83195549e-12,4.16652500e-09,4.16647910e-09,5.87785345e-12
2.25280000e-04,4.05504000e-01,5.85762454e-12,4.37379487e-09,4.37368333e-09,5.96916084e-12
2.26280000e-04,4.07304000e-01,5.88337202e-12,4.59092703e-09,4.59074540e-09,6.06500394e-12
2.27280000e-04,4.09104000e-01,5.90937346e-12,4.81836033e-09,4.81810388e-09,6.16582047e-12
2.28280000e-04,4.10904000e-01,5.93544687e-12,5.05655115e-09,5.05621500e-09,6.27159028e-12
2.29280000e-04,4.12704000e-01,5.96176766e-12,5.30597413e-09,5.30555313e-09,6.38276734e-12
2.30280000e-04,4.14504000e-01,5.98815371e-12,5.56712269e-09,5.56661150e-09,6.49934824e-12
2.31280000e-04,4.16304000e-01,6.01478033e-12,5.84050973e-09,5.83990270e-09,6.62180420e-12
2.32280000e-04,4.18104000e-01,6.04146528e-12,6.12666817e-09,6.12595949e-09,6.75014962e-12
2.33280000e-04,4.19904000e-01,6.06838375e-12,6.42615175e-09,6.42533526e-09,6.88487404e-12
2.34280000e-04,4.21704000e-01,6.09535341e-12,6.73953555e-09,6.73860490e-09,7.02601074e-12
2.35280000e-04,4.23504000e-01,6.12254934e-12,7.06741684e-09,7.06636532e-09,7.17406868e-12
2.36280000e-04,4.25304000e-01,6.14978911e-12,7.41041564e-09,7.40923633e-09,7.32910111e-12
2.37280000e-04,4.27104000e-01,6.17724771e-12,7.76917555e-09,7.76786116e-09,7.49163756e-12
2.38280000e-04,4.28904000e-01,6.20474261e-12,8.14436443e-09,8.14290742e-09,7.66175242e-12
2.39280000e-04,4.30704000e-01,6.23244873e-12,8.53667521e-09,8.53506766e-09,7.83999693e-12
2.40280000e-04,4.32504000e-01,6.26018345e-12,8.94682661e-09,8.94506032e-09,8.02646778e-12
2.41280000e-04,4.34304000e-01,6.28812160e-12,9.37556399e-09,9.37363037e-09,8.22173913e-12
2.42280000e-04,4.36104000e-01,6.31608049e-12,9.82366011e-09,9.82155026e-09,8.42593117e-12
2.43280000e-04,4.37904000e-01,6.34423490e-12,1.02919160e-08,1.02896206e-08,8.63964218e-12
2.44280000e-04,4.39704000e-01,6.37240205e-12,1.07811619e-08,1.07786713e-08,8.86301711e-12
2.45280000e-04,4.41504000e-01,6.40075666e-12,1.12922579e-08,1.12895620e-08,9.09667960e-12
2.46280000e-04,4.43304000e-01,6.42911591e-12,1.18260950e-08,1.18231833e-08,9.34080060e-12
2.47280000e-04,4.45104000e-01,6.45765445e-12,1.23835960e-08,1.23804576e-08,9.59603037e-12
