# hostname: saiwaicho
# ngspice: ******
# gmin: 1e-10
# source: nfettrans.cir
# timestamp: 2026-01-23T18:14:05Z
time,v(ng),i(Vg_sense),i(Vd_sense),i(Vs_sense),i(Vb_sense)
2.92800000e-05,5.27040000e-02,4.35301263e-12,1.79658522e-10,7.00810544e-13,1.83310724e-10
3.02800000e-05,5.45040000e-02,4.34979834e-12,1.79666209e-10,7.10858415e-13,1.83305149e-10
3.12800000e-05,5.63040000e-02,4.34671479e-12,1.79674363e-10,7.21383480e-13,1.83299694e-10
3.22800000e-05,5.81040000e-02,4.34358396e-12,1.79682987e-10,7.32444354e-13,1.83294126e-10
3.32800000e-05,5.99040000e-02,4.34058470e-12,1.79692130e-10,7.44035998e-13,1.83288679e-10
3.42800000e-05,6.17040000e-02,4.33753904e-12,1.79701799e-10,7.56219916e-13,1.83283118e-10
3.52800000e-05,6.35040000e-02,4.33462585e-12,1.79712045e-10,7.68994116e-13,1.83277677e-10
3.62800000e-05,6.53040000e-02,4.33166717e-12,1.79722878e-10,7.82423316e-13,1.83272122e-10
3.72800000e-05,6.71040000e-02,4.32884192e-12,1.79734353e-10,7.96508907e-13,1.83266686e-10
3.82800000e-05,6.89040000e-02,4.32597216e-12,1.79746484e-10,8.11319179e-13,1.83261137e-10
3.92800000e-05,7.07040000e-02,4.32323683e-12,1.79759328e-10,8.26859287e-13,1.83255706e-10
4.02800000e-05,7.25040000e-02,4.32045801e-12,1.79772904e-10,8.43201486e-13,1.83250160e-10
4.12800000e-05,7.43040000e-02,4.31781467e-12,1.79787274e-10,8.60355117e-13,1.83244733e-10
4.22800000e-05,7.61040000e-02,4.31512893e-12,1.79802459e-10,8.78396845e-13,1.83239191e-10
4.32800000e-05,7.79040000e-02,4.31257979e-12,1.79818527e-10,8.97340657e-13,1.83233766e-10
4.42800000e-05,7.97040000e-02,4.30998939e-12,1.79835505e-10,9.17268121e-13,1.83228226e-10
4.52800000e-05,8.15040000e-02,4.30753674e-12,1.79853465e-10,9.38198392e-13,1.83222804e-10
4.62800000e-05,8.33040000e-02,4.30504404e-12,1.79872440e-10,9.60218483e-13,1.83217265e-10
4.72800000e-05,8.51040000e-02,4.30269032e-12,1.79892506e-10,9.83353294e-13,1.83211843e-10
4.82800000e-05,8.69040000e-02,4.30029779e-12,1.79913703e-10,1.00769589e-12,1.83206305e-10
4.92800000e-05,8.87040000e-02,4.29804555e-12,1.79936116e-10,1.03327755e-12,1.83200884e-10
5.02800000e-05,9.05040000e-02,4.29575581e-12,1.79959788e-10,1.06019808e-12,1.83195345e-10
5.12800000e-05,9.23040000e-02,4.29360770e-12,1.79984811e-10,1.08849585e-12,1.83189923e-10
5.22800000e-05,9.41040000e-02,4.29142349e-12,1.80011238e-10,1.11827812e-12,1.83184383e-10
5.32800000e-05,9.59040000e-02,4.28938231e-12,1.80039168e-10,1.14959117e-12,1.83178959e-10
5.42800000e-05,9.77040000e-02,4.28730648e-12,1.80068662e-10,1.18255057e-12,1.83173418e-10
5.52800000e-05,9.95040000e-02,4.28537516e-12,1.80099828e-10,1.21721134e-12,1.83167991e-10
5.62800000e-05,1.01304000e-01,4.28341070e-12,1.80132735e-10,1.25369831e-12,1.83162447e-10
5.72800000e-05,1.03104000e-01,4.28159230e-12,1.80167501e-10,1.29207623e-12,1.83157017e-10
5.82800000e-05,1.04904000e-01,4.27974234e-12,1.80204207e-10,1.33248019e-12,1.83151469e-10
5.92800000e-05,1.06704000e-01,4.27804005e-12,1.80242981e-10,1.37498575e-12,1.83146036e-10
6.02800000e-05,1.08504000e-01,4.27630785e-12,1.80283915e-10,1.41973942e-12,1.83140483e-10
6.12800000e-05,1.10304000e-01,4.27472500e-12,1.80327149e-10,1.46682880e-12,1.83135045e-10
6.22800000e-05,1.12104000e-01,4.27311396e-12,1.80372787e-10,1.51641305e-12,1.83129488e-10
6.32800000e-05,1.13904000e-01,4.27165404e-12,1.80420983e-10,1.56859313e-12,1.83124044e-10
6.42800000e-05,1.15704000e-01,4.27016771e-12,1.80471855e-10,1.62354231e-12,1.83118481e-10
6.52800000e-05,1.17504000e-01,4.26883433e-12,1.80525573e-10,1.68137639e-12,1.83113031e-10
6.62800000e-05,1.19304000e-01,4.26747640e-12,1.80582269e-10,1.74228429e-12,1.83107461e-10
6.72800000e-05,1.21104000e-01,4.26627332e-12,1.80642129e-10,1.80639830e-12,1.83102004e-10
6.82800000e-05,1.22904000e-01,4.26504764e-12,1.80705305e-10,1.87392474e-12,1.83096428e-10
6.92800000e-05,1.24704000e-01,4.26397879e-12,1.80771999e-10,1.94501425e-12,1.83090964e-10
7.02800000e-05,1.26504000e-01,4.26288935e-12,1.80842383e-10,2.01989246e-12,1.83085379e-10
7.12800000e-05,1.28304000e-01,4.26195879e-12,1.80916679e-10,2.09873037e-12,1.83079908e-10
7.22800000e-05,1.30104000e-01,4.26100973e-12,1.80995081e-10,2.18177510e-12,1.83074315e-10
7.32800000e-05,1.31904000e-01,4.26022169e-12,1.81077834e-10,2.26922028e-12,1.83068835e-10
7.42800000e-05,1.33704000e-01,4.25941732e-12,1.81165154e-10,2.36133687e-12,1.83063234e-10
7.52800000e-05,1.35504000e-01,4.25877617e-12,1.81257312e-10,2.45834367e-12,1.83057745e-10
7.62800000e-05,1.37304000e-01,4.25812094e-12,1.81354552e-10,2.56053814e-12,1.83052135e-10
7.72800000e-05,1.39104000e-01,4.25763123e-12,1.81457172e-10,2.66816701e-12,1.83046637e-10
7.82800000e-05,1.40904000e-01,4.25712977e-12,1.81565445e-10,2.78155718e-12,1.83041017e-10
7.92800000e-05,1.42704000e-01,4.25679618e-12,1.81679700e-10,2.90098641e-12,1.83035510e-10
8.02800000e-05,1.44504000e-01,4.25645326e-12,1.81800242e-10,3.02681431e-12,1.83029881e-10
8.12800000e-05,1.46304000e-01,4.25628066e-12,1.81927436e-10,3.15935314e-12,1.83024363e-10
8.22800000e-05,1.48104000e-01,4.25610122e-12,1.82061622e-10,3.29899882e-12,1.83018725e-10
8.32800000e-05,1.49904000e-01,4.25609462e-12,1.82203205e-10,3.44610189e-12,1.83013198e-10
8.42800000e-05,1.51704000e-01,4.25608343e-12,1.82352564e-10,3.60109863e-12,1.83007549e-10
8.52800000e-05,1.53504000e-01,4.25624786e-12,1.82510146e-10,3.76438212e-12,1.83002012e-10
8.62800000e-05,1.55304000e-01,4.25641050e-12,1.82676376e-10,3.93643347e-12,1.82996353e-10
8.72800000e-05,1.57104000e-01,4.25675146e-12,1.82851747e-10,4.11769299e-12,1.82990806e-10
8.82800000e-05,1.58904000e-01,4.25709337e-12,1.83036736e-10,4.30869157e-12,1.82985138e-10
8.92800000e-05,1.60704000e-01,4.25761636e-12,1.83231887e-10,4.50992199e-12,1.82979581e-10
9.02800000e-05,1.62504000e-01,4.25814311e-12,1.83437730e-10,4.72197041e-12,1.82973903e-10
9.12800000e-05,1.64304000e-01,4.25885379e-12,1.83654871e-10,4.94538787e-12,1.82968337e-10
9.22800000e-05,1.66104000e-01,4.25957113e-12,1.83883901e-10,5.18082191e-12,1.82962650e-10
9.32800000e-05,1.67904000e-01,4.26047533e-12,1.84125488e-10,5.42888826e-12,1.82957075e-10
9.42800000e-05,1.69704000e-01,4.26138915e-12,1.84380293e-10,5.69030263e-12,1.82951380e-10
9.52800000e-05,1.71504000e-01,4.26249284e-12,1.84649056e-10,5.96575255e-12,1.82945796e-10
9.62800000e-05,1.73304000e-01,4.26360920e-12,1.84932513e-10,6.25602942e-12,1.82940093e-10
9.72800000e-05,1.75104000e-01,4.26491853e-12,1.85231484e-10,6.56190051e-12,1.82934502e-10
9.82800000e-05,1.76904000e-01,4.26624364e-12,1.85546789e-10,6.88424121e-12,1.82928792e-10
9.92800000e-05,1.78704000e-01,4.26776489e-12,1.85879337e-10,7.22390731e-12,1.82923194e-10
1.00280000e-04,1.80504000e-01,4.26930512e-12,1.86230040e-10,7.58186746e-12,1.82917478e-10
1.01280000e-04,1.82304000e-01,4.27104471e-12,1.86599906e-10,7.95907569e-12,1.82911875e-10
1.02280000e-04,1.84104000e-01,4.27280656e-12,1.86989951e-10,8.35660416e-12,1.82906153e-10
1.03280000e-04,1.85904000e-01,4.27477108e-12,1.87401292e-10,8.77551594e-12,1.82900547e-10
1.04280000e-04,1.87704000e-01,4.27676121e-12,1.87835059e-10,9.21699807e-12,1.82894822e-10
1.05280000e-04,1.89504000e-01,4.27895738e-12,1.88292490e-10,9.68223462e-12,1.82889213e-10
1.06280000e-04,1.91304000e-01,4.28118256e-12,1.88774844e-10,1.01725401e-11,1.82883486e-10
1.07280000e-04,1.93104000e-01,4.28361723e-12,1.89283492e-10,1.06892328e-11,1.82877877e-10
1.08280000e-04,1.94904000e-01,4.28608439e-12,1.89819835e-10,1.12337688e-11,1.82872151e-10
1.09280000e-04,1.96704000e-01,4.28876455e-12,1.90385393e-10,1.18076152e-11,1.82866543e-10
1.10280000e-04,1.98504000e-01,4.29148073e-12,1.90981724e-10,1.24123851e-11,1.82860820e-10
1.11280000e-04,2.00304000e-01,4.29441347e-12,1.91610513e-10,1.30497109e-11,1.82855216e-10
1.12280000e-04,2.02104000e-01,4.29738583e-12,1.92273492e-10,1.37213796e-11,1.82849499e-10
1.13280000e-04,2.03904000e-01,4.30057837e-12,1.92972530e-10,1.44292070e-11,1.82843902e-10
1.14280000e-04,2.05704000e-01,4.30381419e-12,1.93709552e-10,1.51751730e-11,1.82838193e-10
1.15280000e-04,2.07504000e-01,4.30727385e-12,1.94486630e-10,1.59612970e-11,1.82832606e-10
1.16280000e-04,2.09304000e-01,4.31078048e-12,1.95305902e-10,1.67897728e-11,1.82826910e-10
1.17280000e-04,2.11104000e-01,4.31451469e-12,1.96169668e-10,1.76628450e-11,1.82821337e-10
1.18280000e-04,2.12904000e-01,4.31829960e-12,1.97080303e-10,1.85829451e-11,1.82815657e-10
1.19280000e-04,2.14704000e-01,4.32231586e-12,1.98040355e-10,1.95525675e-11,1.82810103e-10
1.20280000e-04,2.16504000e-01,4.32638659e-12,1.99052463e-10,2.05744067e-11,1.82804443e-10
1.21280000e-04,2.18304000e-01,4.33069247e-12,2.00119454e-10,2.16512343e-11,1.82798912e-10
1.22280000e-04,2.20104000e-01,4.33505665e-12,2.01244258e-10,2.27860363e-11,1.82793278e-10
1.23280000e-04,2.21904000e-01,4.33965979e-12,2.02430007e-10,2.39818915e-11,1.82787776e-10
1.24280000e-04,2.23704000e-01,4.34432507e-12,2.03679957e-10,2.52421090e-11,1.82782173e-10
1.25280000e-04,2.25504000e-01,4.34923317e-12,2.04997579e-10,2.65701078e-11,1.82776705e-10
1.26280000e-04,2.27304000e-01,4.35420728e-12,2.06386488e-10,2.79695552e-11,1.82771140e-10
1.27280000e-04,2.29104000e-01,4.35942807e-12,2.07850532e-10,2.94442469e-11,1.82765713e-10
1.28280000e-04,2.30904000e-01,4.36471874e-12,2.09393721e-10,3.09982471e-11,1.82760193e-10
1.29280000e-04,2.32704000e-01,4.37025998e-12,2.11020324e-10,3.26357689e-11,1.82754815e-10
1.30280000e-04,2.34504000e-01,4.37587499e-12,2.12734789e-10,3.43613159e-11,1.82749348e-10
1.31280000e-04,2.36304000e-01,4.38174444e-12,2.14541846e-10,3.61795635e-11,1.82744027e-10
1.32280000e-04,2.38104000e-01,4.38769154e-12,2.16446432e-10,3.80955017e-11,1.82738621e-10
1.33280000e-04,2.39904000e-01,4.39389696e-12,2.18453788e-10,4.01143178e-11,1.82733367e-10
1.34280000e-04,2.41704000e-01,4.40018390e-12,2.20569390e-10,4.22415403e-11,1.82728033e-10
1.35280000e-04,2.43504000e-01,4.40673303e-12,2.22799046e-10,4.44829231e-11,1.82722856e-10
1.36280000e-04,2.45304000e-01,4.41336752e-12,2.25148828e-10,4.68445907e-11,1.82717605e-10
1.37280000e-04,2.47104000e-01,4.42026805e-12,2.27625172e-10,4.93329240e-11,1.82712516e-10
1.38280000e-04,2.48904000e-01,4.42725777e-12,2.30234809e-10,5.19547068e-11,1.82707360e-10
1.39280000e-04,2.50704000e-01,4.43451733e-12,2.32984869e-10,5.47170137e-11,1.82702373e-10
1.40280000e-04,2.52504000e-01,4.44186988e-12,2.35882814e-10,5.76273581e-11,1.82697326e-10
1.41280000e-04,2.54304000e-01,4.44949603e-12,2.38936540e-10,6.06935815e-11,1.82692455e-10
1.42280000e-04,2.56104000e-01,4.45721891e-12,2.42154316e-10,6.39240040e-11,1.82687531e-10
1.43280000e-04,2.57904000e-01,4.46521911e-12,2.45544888e-10,6.73273152e-11,1.82682792e-10
1.44280000e-04,2.59704000e-01,4.47331973e-12,2.49117416e-10,7.09127271e-11,1.82678009e-10
1.45280000e-04,2.61504000e-01,4.48170133e-12,2.52881585e-10,7.46898668e-11,1.82673420e-10
1.46280000e-04,2.63304000e-01,4.49018696e-12,2.56847541e-10,7.86689318e-11,1.82668796e-10
1.47280000e-04,2.65104000e-01,4.49895715e-12,2.61026004e-10,8.28605851e-11,1.82664376e-10
1.48280000e-04,2.66904000e-01,4.50783492e-12,2.65428210e-10,8.72761128e-11,1.82659932e-10
1.49280000e-04,2.68704000e-01,4.51700076e-12,2.70066025e-10,9.19273224e-11,1.82655703e-10
1.50280000e-04,2.70504000e-01,4.52627762e-12,2.74951887e-10,9.68267025e-11,1.82651462e-10
1.51280000e-04,2.72304000e-01,4.53584596e-12,2.80098926e-10,1.01987324e-10,1.82647448e-10
1.52280000e-04,2.74104000e-01,4.54552869e-12,2.85520910e-10,1.07423003e-10,1.82643436e-10
1.53280000e-04,2.75904000e-01,4.55550619e-12,2.91232363e-10,1.13148205e-10,1.82639664e-10
1.54280000e-04,2.77704000e-01,4.56560132e-12,2.97248517e-10,1.19178211e-10,1.82635907e-10
1.55280000e-04,2.79504000e-01,4.57599441e-12,3.03585438e-10,1.25529025e-10,1.82632407e-10
1.56280000e-04,2.81304000e-01,4.58650826e-12,3.10259975e-10,1.32217545e-10,1.82628938e-10
1.57280000e-04,2.83104000e-01,4.59732313e-12,3.17289890e-10,1.39261472e-10,1.82625741e-10
1.58280000e-04,2.84904000e-01,4.60826174e-12,3.24693817e-10,1.46679485e-10,1.82622594e-10
1.59280000e-04,2.86704000e-01,4.61950429e-12,3.32491390e-10,1.54491157e-10,1.82619738e-10
1.60280000e-04,2.88504000e-01,4.63087343e-12,3.40703206e-10,1.62717130e-10,1.82616950e-10
1.61280000e-04,2.90304000e-01,4.64254927e-12,3.49350963e-10,1.71379039e-10,1.82614473e-10
1.62280000e-04,2.92104000e-01,4.65435438e-12,3.58457423e-10,1.80499690e-10,1.82612087e-10
1.63280000e-04,2.93904000e-01,4.66646880e-12,3.68046555e-10,1.90102989e-10,1.82610035e-10
1.64280000e-04,2.95704000e-01,4.67871502e-12,3.78143506e-10,2.00214126e-10,1.82608096e-10
1.65280000e-04,2.97504000e-01,4.69127297e-12,3.88774747e-10,2.10859503e-10,1.82606516e-10
1.66280000e-04,2.99304000e-01,4.70396505e-12,3.99968046e-10,2.22066934e-10,1.82605076e-10
1.67280000e-04,3.01104000e-01,4.71697110e-12,4.11752626e-10,2.33865574e-10,1.82604023e-10
1.68280000e-04,3.02904000e-01,4.73011344e-12,4.24159143e-10,2.46286118e-10,1.82603138e-10
1.69280000e-04,3.04704000e-01,4.74357178e-12,4.37219846e-10,2.59360747e-10,1.82602670e-10
1.70280000e-04,3.06504000e-01,4.75716835e-12,4.50968563e-10,2.73123328e-10,1.82602403e-10
1.71280000e-04,3.08304000e-01,4.77108277e-12,4.65440868e-10,2.87609366e-10,1.82602585e-10
1.72280000e-04,3.10104000e-01,4.78513713e-12,4.80674078e-10,3.02856212e-10,1.82603003e-10
1.73280000e-04,3.11904000e-01,4.79951096e-12,4.96707420e-10,3.18903022e-10,1.82603909e-10
1.74280000e-04,3.13704000e-01,4.81402623e-12,5.13582036e-10,3.35790975e-10,1.82605088e-10
1.75280000e-04,3.15504000e-01,4.82886234e-12,5.31341167e-10,3.53563235e-10,1.82606795e-10
1.76280000e-04,3.17304000e-01,4.84384116e-12,5.50030157e-10,3.72265179e-10,1.82608819e-10
1.77280000e-04,3.19104000e-01,4.85914196e-12,5.69696644e-10,3.91944371e-10,1.82611415e-10
1.78280000e-04,3.20904000e-01,4.87458649e-12,5.90390581e-10,4.12650793e-10,1.82614374e-10
1.79280000e-04,3.22704000e-01,4.89035388e-12,6.12164429e-10,4.34436828e-10,1.82617955e-10
1.80280000e-04,3.24504000e-01,4.90626575e-12,6.35073192e-10,4.57357506e-10,1.82621952e-10
1.81280000e-04,3.26304000e-01,4.92250112e-12,6.59174616e-10,4.81470494e-10,1.82626623e-10
1.82280000e-04,3.28104000e-01,4.93888146e-12,6.84529234e-10,5.06836349e-10,1.82631767e-10
1.83280000e-04,3.29904000e-01,4.95558564e-12,7.11200578e-10,5.33518519e-10,1.82637645e-10
1.84280000e-04,3.31704000e-01,4.97243501e-12,7.39255234e-10,5.61583612e-10,1.82644057e-10
1.85280000e-04,3.33504000e-01,4.98960831e-12,7.68763064e-10,5.91101402e-10,1.82651270e-10
1.86280000e-04,3.35304000e-01,5.00692671e-12,7.99797270e-10,6.22145112e-10,1.82659085e-10
1.87280000e-04,3.37104000e-01,5.02456883e-12,8.32434635e-10,6.54791431e-10,1.82667772e-10
1.88280000e-04,3.38904000e-01,5.04235570e-12,8.66755592e-10,6.89120811e-10,1.82677137e-10
1.89280000e-04,3.40704000e-01,5.06046577e-12,9.02844482e-10,7.25217495e-10,1.82687452e-10
1.90280000e-04,3.42504000e-01,5.07871993e-12,9.40789632e-10,7.63169824e-10,1.82698528e-10
1.91280000e-04,3.44304000e-01,5.09729649e-12,9.80683631e-10,8.03070287e-10,1.82710640e-10
1.92280000e-04,3.46104000e-01,5.11601617e-12,1.02262342e-09,8.45015832e-10,1.82723604e-10
1.93280000e-04,3.47904000e-01,5.13505713e-12,1.06671058e-09,8.89107935e-10,1.82737699e-10
1.94280000e-04,3.49704000e-01,5.15423994e-12,1.11305143e-09,9.35452929e-10,1.82752743e-10
1.95280000e-04,3.51504000e-01,5.17374258e-12,1.16175736e-09,9.84162080e-10,1.82769023e-10
1.96280000e-04,3.53304000e-01,5.19338550e-12,1.21294491e-09,1.03535194e-09,1.82786362e-10
1.97280000e-04,3.55104000e-01,5.21334650e-12,1.26673613e-09,1.08914443e-09,1.82805049e-10
1.98280000e-04,3.56904000e-01,5.23344587e-12,1.32325868e-09,1.14566721e-09,1.82824913e-10
1.99280000e-04,3.58704000e-01,5.25386125e-12,1.38264620e-09,1.20505381e-09,1.82846251e-10
2.00280000e-04,3.60504000e-01,5.27441276e-12,1.44503843e-09,1.26744395e-09,1.82868896e-10
2.01280000e-04,3.62304000e-01,5.29527791e-12,1.51058162e-09,1.33298375e-09,1.82893150e-10
2.02280000e-04,3.64104000e-01,5.31627662e-12,1.57942863e-09,1.40182605e-09,1.82918853e-10
2.03280000e-04,3.65904000e-01,5.33758626e-12,1.65173937e-09,1.47413064e-09,1.82946314e-10
2.04280000e-04,3.67704000e-01,5.35902659e-12,1.72768093e-09,1.55006458e-09,1.82975379e-10
2.05280000e-04,3.69504000e-01,5.38077479e-12,1.80742805e-09,1.62980246e-09,1.83006365e-10
2.06280000e-04,3.71304000e-01,5.40265049e-12,1.89116324e-09,1.71352676e-09,1.83039123e-10
2.07280000e-04,3.73104000e-01,5.42483071e-12,1.97907727e-09,1.80142812e-09,1.83073978e-10
2.08280000e-04,3.74904000e-01,5.44713489e-12,2.07136936e-09,1.89370570e-09,1.83110792e-10
2.09280000e-04,3.76704000e-01,5.46973990e-12,2.16824763e-09,1.99056747e-09,1.83149895e-10
2.10280000e-04,3.78504000e-01,5.49246504e-12,2.26992935e-09,2.09223066e-09,1.83191157e-10
2.11280000e-04,3.80304000e-01,5.51548700e-12,2.37664140e-09,2.19892197e-09,1.83234919e-10
2.12280000e-04,3.82104000e-01,5.53862492e-12,2.48862054e-09,2.31087811e-09,1.83281059e-10
2.13280000e-04,3.83904000e-01,5.56205535e-12,2.60611390e-09,2.42834603e-09,1.83329928e-10
2.14280000e-04,3.85704000e-01,5.58559726e-12,2.72937926e-09,2.55158345e-09,1.83381412e-10
2.15280000e-04,3.87504000e-01,5.60942705e-12,2.85868559e-09,2.68085914e-09,1.83435873e-10
2.16280000e-04,3.89304000e-01,5.63336354e-12,2.99431332e-09,2.81645348e-09,1.83493210e-10
2.17280000e-04,3.91104000e-01,5.65758296e-12,3.13655493e-09,2.95865872e-09,1.83553792e-10
2.18280000e-04,3.92904000e-01,5.68190400e-12,3.28571525e-09,3.10777963e-09,1.83617531e-10
2.19280000e-04,3.94704000e-01,5.70650275e-12,3.44211204e-09,3.26413373e-09,1.83684809e-10
2.20280000e-04,3.96504000e-01,5.73119774e-12,3.60607635e-09,3.42805200e-09,1.83755548e-10
2.21280000e-04,3.98304000e-01,5.75616490e-12,3.77795311e-09,3.59987913e-09,1.83830143e-10
2.22280000e-04,4.00104000e-01,5.78122264e-12,3.95810153e-09,3.77997422e-09,1.83908530e-10
2.23280000e-04,4.01904000e-01,5.80654675e-12,4.14689571e-09,3.96871114e-09,1.83991117e-10
2.24280000e-04,4.03704000e-01,5.83195550e-12,4.34472506e-09,4.16647916e-09,1.84077853e-10
2.25280000e-04,4.05504000e-01,5.85762455e-12,4.55199493e-09,4.37368339e-09,1.84169160e-10
2.26280000e-04,4.07304000e-01,5.88337203e-12,4.76912710e-09,4.59074547e-09,1.84265003e-10
2.27280000e-04,4.09104000e-01,5.90937347e-12,4.99656040e-09,4.81810395e-09,1.84365820e-10
2.28280000e-04,4.10904000e-01,5.93544688e-12,5.23475122e-09,5.05621508e-09,1.84471590e-10
2.29280000e-04,4.12704000e-01,5.96176767e-12,5.48417421e-09,5.30555321e-09,1.84582767e-10
2.30280000e-04,4.14504000e-01,5.98815372e-12,5.74532277e-09,5.56661158e-09,1.84699348e-10
2.31280000e-04,4.16304000e-01,6.01478034e-12,6.01870981e-09,5.83990279e-09,1.84821804e-10
2.32280000e-04,4.18104000e-01,6.04146529e-12,6.30486826e-09,6.12595957e-09,1.84950149e-10
2.33280000e-04,4.19904000e-01,6.06838376e-12,6.60435184e-09,6.42533535e-09,1.85084873e-10
2.34280000e-04,4.21704000e-01,6.09535342e-12,6.91773565e-09,6.73860499e-09,1.85226010e-10
2.35280000e-04,4.23504000e-01,6.12254935e-12,7.24561694e-09,7.06636543e-09,1.85374068e-10
2.36280000e-04,4.25304000e-01,6.14978912e-12,7.58861574e-09,7.40923643e-09,1.85529100e-10
2.37280000e-04,4.27104000e-01,6.17724772e-12,7.94737566e-09,7.76786127e-09,1.85691637e-10
2.38280000e-04,4.28904000e-01,6.20474262e-12,8.32256455e-09,8.14290754e-09,1.85861752e-10
2.39280000e-04,4.30704000e-01,6.23244874e-12,8.71487533e-09,8.53506779e-09,1.86039996e-10
2.40280000e-04,4.32504000e-01,6.26018346e-12,9.12502673e-09,8.94506045e-09,1.86226467e-10
2.41280000e-04,4.34304000e-01,6.28812161e-12,9.55376412e-09,9.37363050e-09,1.86421738e-10
2.42280000e-04,4.36104000e-01,6.31608051e-12,1.00018602e-08,9.82155040e-09,1.86625931e-10
2.43280000e-04,4.37904000e-01,6.34423491e-12,1.04701162e-08,1.02896208e-08,1.86839642e-10
2.44280000e-04,4.39704000e-01,6.37240206e-12,1.09593621e-08,1.07786714e-08,1.87063016e-10
2.45280000e-04,4.41504000e-01,6.40075667e-12,1.14704580e-08,1.12895621e-08,1.87296679e-10
2.46280000e-04,4.43304000e-01,6.42911592e-12,1.20042951e-08,1.18231834e-08,1.87540800e-10
2.47280000e-04,4.45104000e-01,6.45765446e-12,1.25617962e-08,1.23804578e-08,1.87796030e-10
