# hostname: saiwaicho
# ngspice: ******
# gmin: 1e-10
# source: nfetdc.cir
# timestamp: 2026-01-24T17:35:27Z
v-sweep,v(ng),i(Vg_sense),i(Vd_sense),i(Vs_sense),i(Vb_sense)
4.50000000e-02,4.50000000e-02,-0.00000000e+00,1.80135970e-10,1.25910813e-13,1.80010059e-10
4.60000000e-02,4.60000000e-02,-0.00000000e+00,1.80139745e-10,1.29684326e-13,1.80010061e-10
4.70000000e-02,4.70000000e-02,-0.00000000e+00,1.80143634e-10,1.33570897e-13,1.80010063e-10
4.80000000e-02,4.80000000e-02,-0.00000000e+00,1.80147639e-10,1.37573914e-13,1.80010065e-10
4.90000000e-02,4.90000000e-02,-0.00000000e+00,1.80151763e-10,1.41696864e-13,1.80010067e-10
5.00000000e-02,5.00000000e-02,-0.00000000e+00,1.80156012e-10,1.45943337e-13,1.80010069e-10
5.10000000e-02,5.10000000e-02,-0.00000000e+00,1.80160388e-10,1.50317035e-13,1.80010071e-10
5.20000000e-02,5.20000000e-02,-0.00000000e+00,1.80164895e-10,1.54821765e-13,1.80010073e-10
5.30000000e-02,5.30000000e-02,-0.00000000e+00,1.80169536e-10,1.59461453e-13,1.80010075e-10
5.40000000e-02,5.40000000e-02,-0.00000000e+00,1.80174317e-10,1.64240139e-13,1.80010077e-10
5.50000000e-02,5.50000000e-02,-0.00000000e+00,1.80179242e-10,1.69161986e-13,1.80010080e-10
5.60000000e-02,5.60000000e-02,-0.00000000e+00,1.80184313e-10,1.74231280e-13,1.80010082e-10
5.70000000e-02,5.70000000e-02,-0.00000000e+00,1.80189537e-10,1.79452437e-13,1.80010084e-10
5.80000000e-02,5.80000000e-02,-0.00000000e+00,1.80194917e-10,1.84830004e-13,1.80010087e-10
5.90000000e-02,5.90000000e-02,-0.00000000e+00,1.80200458e-10,1.90368664e-13,1.80010090e-10
6.00000000e-02,6.00000000e-02,-0.00000000e+00,1.80206166e-10,1.96073239e-13,1.80010092e-10
6.10000000e-02,6.10000000e-02,-0.00000000e+00,1.80212044e-10,2.01948699e-13,1.80010095e-10
6.20000000e-02,6.20000000e-02,-0.00000000e+00,1.80218098e-10,2.08000159e-13,1.80010098e-10
6.30000000e-02,6.30000000e-02,-0.00000000e+00,1.80224334e-10,2.14232888e-13,1.80010101e-10
6.40000000e-02,6.40000000e-02,-0.00000000e+00,1.80230756e-10,2.20652313e-13,1.80010104e-10
6.50000000e-02,6.50000000e-02,-0.00000000e+00,1.80237371e-10,2.27264024e-13,1.80010107e-10
6.60000000e-02,6.60000000e-02,-0.00000000e+00,1.80244184e-10,2.34073777e-13,1.80010110e-10
6.70000000e-02,6.70000000e-02,-0.00000000e+00,1.80251201e-10,2.41087501e-13,1.80010114e-10
6.80000000e-02,6.80000000e-02,-0.00000000e+00,1.80258428e-10,2.48311301e-13,1.80010117e-10
6.90000000e-02,6.90000000e-02,-0.00000000e+00,1.80265872e-10,2.55751467e-13,1.80010121e-10
7.00000000e-02,7.00000000e-02,-0.00000000e+00,1.80273539e-10,2.63414475e-13,1.80010124e-10
7.10000000e-02,7.10000000e-02,-0.00000000e+00,1.80281435e-10,2.71306995e-13,1.80010128e-10
7.20000000e-02,7.20000000e-02,-0.00000000e+00,1.80289568e-10,2.79435898e-13,1.80010132e-10
7.30000000e-02,7.30000000e-02,-0.00000000e+00,1.80297944e-10,2.87808258e-13,1.80010136e-10
7.40000000e-02,7.40000000e-02,-0.00000000e+00,1.80306571e-10,2.96431363e-13,1.80010140e-10
7.50000000e-02,7.50000000e-02,-0.00000000e+00,1.80315457e-10,3.05312717e-13,1.80010144e-10
7.60000000e-02,7.60000000e-02,-0.00000000e+00,1.80324609e-10,3.14460049e-13,1.80010149e-10
7.70000000e-02,7.70000000e-02,-0.00000000e+00,1.80334034e-10,3.23881321e-13,1.80010153e-10
7.80000000e-02,7.80000000e-02,-0.00000000e+00,1.80343742e-10,3.33584730e-13,1.80010158e-10
7.90000000e-02,7.90000000e-02,-0.00000000e+00,1.80353741e-10,3.43578719e-13,1.80010162e-10
8.00000000e-02,8.00000000e-02,-0.00000000e+00,1.80364039e-10,3.53871985e-13,1.80010167e-10
8.10000000e-02,8.10000000e-02,-0.00000000e+00,1.80374646e-10,3.64473483e-13,1.80010172e-10
8.20000000e-02,8.20000000e-02,-0.00000000e+00,1.80385570e-10,3.75392437e-13,1.80010177e-10
8.30000000e-02,8.30000000e-02,-0.00000000e+00,1.80396821e-10,3.86638346e-13,1.80010183e-10
8.40000000e-02,8.40000000e-02,-0.00000000e+00,1.80408409e-10,3.98220993e-13,1.80010188e-10
8.50000000e-02,8.50000000e-02,-0.00000000e+00,1.80420344e-10,4.10150454e-13,1.80010194e-10
8.60000000e-02,8.60000000e-02,-0.00000000e+00,1.80432637e-10,4.22437106e-13,1.80010200e-10
8.70000000e-02,8.70000000e-02,-0.00000000e+00,1.80445297e-10,4.35091636e-13,1.80010206e-10
8.80000000e-02,8.80000000e-02,-0.00000000e+00,1.80458337e-10,4.48125049e-13,1.80010212e-10
8.90000000e-02,8.90000000e-02,-0.00000000e+00,1.80471767e-10,4.61548681e-13,1.80010218e-10
9.00000000e-02,9.00000000e-02,-0.00000000e+00,1.80485599e-10,4.75374205e-13,1.80010225e-10
9.10000000e-02,9.10000000e-02,-0.00000000e+00,1.80499845e-10,4.89613645e-13,1.80010232e-10
9.20000000e-02,9.20000000e-02,-0.00000000e+00,1.80514518e-10,5.04279383e-13,1.80010239e-10
9.30000000e-02,9.30000000e-02,-0.00000000e+00,1.80529630e-10,5.19384170e-13,1.80010246e-10
9.40000000e-02,9.40000000e-02,-0.00000000e+00,1.80545194e-10,5.34941138e-13,1.80010253e-10
9.50000000e-02,9.50000000e-02,-0.00000000e+00,1.80561225e-10,5.50963814e-13,1.80010261e-10
9.60000000e-02,9.60000000e-02,-0.00000000e+00,1.80577735e-10,5.67466126e-13,1.80010269e-10
9.70000000e-02,9.70000000e-02,-0.00000000e+00,1.80594739e-10,5.84462420e-13,1.80010277e-10
9.80000000e-02,9.80000000e-02,-0.00000000e+00,1.80612252e-10,6.01967469e-13,1.80010285e-10
9.90000000e-02,9.90000000e-02,-0.00000000e+00,1.80630290e-10,6.19996489e-13,1.80010294e-10
1.00000000e-01,1.00000000e-01,-0.00000000e+00,1.80648868e-10,6.38565148e-13,1.80010302e-10
1.01000000e-01,1.01000000e-01,-0.00000000e+00,1.80668001e-10,6.57689583e-13,1.80010311e-10
1.02000000e-01,1.02000000e-01,-0.00000000e+00,1.80687707e-10,6.77386416e-13,1.80010321e-10
1.03000000e-01,1.03000000e-01,-0.00000000e+00,1.80708003e-10,6.97672759e-13,1.80010330e-10
1.04000000e-01,1.04000000e-01,-0.00000000e+00,1.80728907e-10,7.18566241e-13,1.80010340e-10
1.05000000e-01,1.05000000e-01,-0.00000000e+00,1.80750436e-10,7.40085014e-13,1.80010351e-10
1.06000000e-01,1.06000000e-01,-0.00000000e+00,1.80772609e-10,7.62247772e-13,1.80010361e-10
1.07000000e-01,1.07000000e-01,-0.00000000e+00,1.80795446e-10,7.85073769e-13,1.80010372e-10
1.08000000e-01,1.08000000e-01,-0.00000000e+00,1.80818966e-10,8.08582832e-13,1.80010383e-10
1.09000000e-01,1.09000000e-01,-0.00000000e+00,1.80843190e-10,8.32795379e-13,1.80010395e-10
1.10000000e-01,1.10000000e-01,-0.00000000e+00,1.80868139e-10,8.57732441e-13,1.80010406e-10
1.11000000e-01,1.11000000e-01,-0.00000000e+00,1.80893834e-10,8.83415672e-13,1.80010419e-10
1.12000000e-01,1.12000000e-01,-0.00000000e+00,1.80920298e-10,9.09867376e-13,1.80010431e-10
1.13000000e-01,1.13000000e-01,-0.00000000e+00,1.80947555e-10,9.37110521e-13,1.80010444e-10
1.14000000e-01,1.14000000e-01,-0.00000000e+00,1.80975626e-10,9.65168761e-13,1.80010457e-10
1.15000000e-01,1.15000000e-01,-0.00000000e+00,1.81004538e-10,9.94066453e-13,1.80010471e-10
1.16000000e-01,1.16000000e-01,-0.00000000e+00,1.81034314e-10,1.02382869e-12,1.80010485e-10
1.17000000e-01,1.17000000e-01,-0.00000000e+00,1.81064981e-10,1.05448129e-12,1.80010500e-10
1.18000000e-01,1.18000000e-01,-0.00000000e+00,1.81096566e-10,1.08605087e-12,1.80010515e-10
1.19000000e-01,1.19000000e-01,-0.00000000e+00,1.81129095e-10,1.11856483e-12,1.80010530e-10
1.20000000e-01,1.20000000e-01,-0.00000000e+00,1.81162597e-10,1.15205138e-12,1.80010546e-10
1.21000000e-01,1.21000000e-01,-0.00000000e+00,1.81197102e-10,1.18653958e-12,1.80010562e-10
1.22000000e-01,1.22000000e-01,-0.00000000e+00,1.81232639e-10,1.22205936e-12,1.80010579e-10
1.23000000e-01,1.23000000e-01,-0.00000000e+00,1.81269238e-10,1.25864152e-12,1.80010597e-10
1.24000000e-01,1.24000000e-01,-0.00000000e+00,1.81306932e-10,1.29631780e-12,1.80010615e-10
1.25000000e-01,1.25000000e-01,-0.00000000e+00,1.81345754e-10,1.33512088e-12,1.80010633e-10
1.26000000e-01,1.26000000e-01,-0.00000000e+00,1.81385736e-10,1.37508442e-12,1.80010652e-10
1.27000000e-01,1.27000000e-01,-0.00000000e+00,1.81426915e-10,1.41624308e-12,1.80010671e-10
1.28000000e-01,1.28000000e-01,-0.00000000e+00,1.81469324e-10,1.45863254e-12,1.80010692e-10
1.29000000e-01,1.29000000e-01,-0.00000000e+00,1.81513002e-10,1.50228955e-12,1.80010712e-10
1.30000000e-01,1.30000000e-01,-0.00000000e+00,1.81557986e-10,1.54725198e-12,1.80010734e-10
1.31000000e-01,1.31000000e-01,-0.00000000e+00,1.81604314e-10,1.59355879e-12,1.80010756e-10
1.32000000e-01,1.32000000e-01,-0.00000000e+00,1.81652028e-10,1.64125013e-12,1.80010778e-10
1.33000000e-01,1.33000000e-01,-0.00000000e+00,1.81701169e-10,1.69036733e-12,1.80010802e-10
1.34000000e-01,1.34000000e-01,-0.00000000e+00,1.81751778e-10,1.74095294e-12,1.80010826e-10
1.35000000e-01,1.35000000e-01,-0.00000000e+00,1.81803901e-10,1.79305082e-12,1.80010850e-10
1.36000000e-01,1.36000000e-01,-0.00000000e+00,1.81857582e-10,1.84670609e-12,1.80010876e-10
1.37000000e-01,1.37000000e-01,-0.00000000e+00,1.81912867e-10,1.90196524e-12,1.80010902e-10
1.38000000e-01,1.38000000e-01,-0.00000000e+00,1.81969805e-10,1.95887613e-12,1.80010929e-10
1.39000000e-01,1.39000000e-01,-0.00000000e+00,1.82028445e-10,2.01748805e-12,1.80010957e-10
1.40000000e-01,1.40000000e-01,-0.00000000e+00,1.82088837e-10,2.07785178e-12,1.80010985e-10
1.41000000e-01,1.41000000e-01,-0.00000000e+00,1.82151034e-10,2.14001957e-12,1.80011015e-10
1.42000000e-01,1.42000000e-01,-0.00000000e+00,1.82215091e-10,2.20404525e-12,1.80011045e-10
1.43000000e-01,1.43000000e-01,-0.00000000e+00,1.82281061e-10,2.26998424e-12,1.80011077e-10
1.44000000e-01,1.44000000e-01,-0.00000000e+00,1.82349002e-10,2.33789364e-12,1.80011109e-10
1.45000000e-01,1.45000000e-01,-0.00000000e+00,1.82418974e-10,2.40783220e-12,1.80011142e-10
1.46000000e-01,1.46000000e-01,-0.00000000e+00,1.82491037e-10,2.47986045e-12,1.80011176e-10
1.47000000e-01,1.47000000e-01,-0.00000000e+00,1.82565252e-10,2.55404073e-12,1.80011211e-10
1.48000000e-01,1.48000000e-01,-0.00000000e+00,1.82641685e-10,2.63043719e-12,1.80011248e-10
1.49000000e-01,1.49000000e-01,-0.00000000e+00,1.82720401e-10,2.70911594e-12,1.80011285e-10
1.50000000e-01,1.50000000e-01,-0.00000000e+00,1.82801468e-10,2.79014502e-12,1.80011323e-10
1.51000000e-01,1.51000000e-01,-0.00000000e+00,1.82884958e-10,2.87359450e-12,1.80011363e-10
1.52000000e-01,1.52000000e-01,-0.00000000e+00,1.82970940e-10,2.95953654e-12,1.80011404e-10
1.53000000e-01,1.53000000e-01,-0.00000000e+00,1.83059491e-10,3.04804544e-12,1.80011446e-10
1.54000000e-01,1.54000000e-01,-0.00000000e+00,1.83150687e-10,3.13919770e-12,1.80011489e-10
1.55000000e-01,1.55000000e-01,-0.00000000e+00,1.83244606e-10,3.23307212e-12,1.80011534e-10
1.56000000e-01,1.56000000e-01,-0.00000000e+00,1.83341329e-10,3.32974982e-12,1.80011580e-10
1.57000000e-01,1.57000000e-01,-0.00000000e+00,1.83440941e-10,3.42931433e-12,1.80011627e-10
1.58000000e-01,1.58000000e-01,-0.00000000e+00,1.83543527e-10,3.53185166e-12,1.80011675e-10
1.59000000e-01,1.59000000e-01,-0.00000000e+00,1.83649176e-10,3.63745039e-12,1.80011726e-10
1.60000000e-01,1.60000000e-01,-0.00000000e+00,1.83757979e-10,3.74620171e-12,1.80011777e-10
1.61000000e-01,1.61000000e-01,-0.00000000e+00,1.83870030e-10,3.85819954e-12,1.80011830e-10
1.62000000e-01,1.62000000e-01,-0.00000000e+00,1.83985426e-10,3.97354056e-12,1.80011885e-10
1.63000000e-01,1.63000000e-01,-0.00000000e+00,1.84104266e-10,4.09232435e-12,1.80011941e-10
1.64000000e-01,1.64000000e-01,-0.00000000e+00,1.84226653e-10,4.21465342e-12,1.80011999e-10
1.65000000e-01,1.65000000e-01,-0.00000000e+00,1.84352693e-10,4.34063334e-12,1.80012059e-10
1.66000000e-01,1.66000000e-01,-0.00000000e+00,1.84482494e-10,4.47037279e-12,1.80012121e-10
1.67000000e-01,1.67000000e-01,-0.00000000e+00,1.84616168e-10,4.60398370e-12,1.80012184e-10
1.68000000e-01,1.68000000e-01,-0.00000000e+00,1.84753831e-10,4.74158131e-12,1.80012250e-10
1.69000000e-01,1.69000000e-01,-0.00000000e+00,1.84895601e-10,4.88328426e-12,1.80012317e-10
1.70000000e-01,1.70000000e-01,-0.00000000e+00,1.85041601e-10,5.02921474e-12,1.80012386e-10
1.71000000e-01,1.71000000e-01,-0.00000000e+00,1.85191956e-10,5.17949853e-12,1.80012457e-10
1.72000000e-01,1.72000000e-01,-0.00000000e+00,1.85346796e-10,5.33426516e-12,1.80012531e-10
1.73000000e-01,1.73000000e-01,-0.00000000e+00,1.85506254e-10,5.49364799e-12,1.80012606e-10
1.74000000e-01,1.74000000e-01,-0.00000000e+00,1.85670469e-10,5.65778433e-12,1.80012684e-10
1.75000000e-01,1.75000000e-01,-0.00000000e+00,1.85839580e-10,5.82681557e-12,1.80012765e-10
1.76000000e-01,1.76000000e-01,-0.00000000e+00,1.86013734e-10,6.00088726e-12,1.80012847e-10
1.77000000e-01,1.77000000e-01,-0.00000000e+00,1.86193082e-10,6.18014929e-12,1.80012932e-10
1.78000000e-01,1.78000000e-01,-0.00000000e+00,1.86377776e-10,6.36475597e-12,1.80013020e-10
1.79000000e-01,1.79000000e-01,-0.00000000e+00,1.86567976e-10,6.55486619e-12,1.80013110e-10
1.80000000e-01,1.80000000e-01,-0.00000000e+00,1.86763847e-10,6.75064352e-12,1.80013203e-10
1.81000000e-01,1.81000000e-01,-0.00000000e+00,1.86965555e-10,6.95225640e-12,1.80013299e-10
1.82000000e-01,1.82000000e-01,-0.00000000e+00,1.87173275e-10,7.15987824e-12,1.80013397e-10
1.83000000e-01,1.83000000e-01,-0.00000000e+00,1.87387186e-10,7.37368757e-12,1.80013499e-10
1.84000000e-01,1.84000000e-01,-0.00000000e+00,1.87607471e-10,7.59386821e-12,1.80013603e-10
1.85000000e-01,1.85000000e-01,-0.00000000e+00,1.87834320e-10,7.82060941e-12,1.80013711e-10
1.86000000e-01,1.86000000e-01,-0.00000000e+00,1.88067928e-10,8.05410602e-12,1.80013822e-10
1.87000000e-01,1.87000000e-01,-0.00000000e+00,1.88308494e-10,8.29455864e-12,1.80013936e-10
1.88000000e-01,1.88000000e-01,-0.00000000e+00,1.88556227e-10,8.54217381e-12,1.80014053e-10
1.89000000e-01,1.89000000e-01,-0.00000000e+00,1.88811338e-10,8.79716416e-12,1.80014174e-10
1.90000000e-01,1.90000000e-01,-0.00000000e+00,1.89074047e-10,9.05974861e-12,1.80014299e-10
1.91000000e-01,1.91000000e-01,-0.00000000e+00,1.89344580e-10,9.33015253e-12,1.80014427e-10
1.92000000e-01,1.92000000e-01,-0.00000000e+00,1.89623167e-10,9.60860795e-12,1.80014559e-10
1.93000000e-01,1.93000000e-01,-0.00000000e+00,1.89910049e-10,9.89535376e-12,1.80014695e-10
1.94000000e-01,1.94000000e-01,-0.00000000e+00,1.90205471e-10,1.01906359e-11,1.80014835e-10
1.95000000e-01,1.95000000e-01,-0.00000000e+00,1.90509687e-10,1.04947075e-11,1.80014980e-10
1.96000000e-01,1.96000000e-01,-0.00000000e+00,1.90822958e-10,1.08078292e-11,1.80015128e-10
1.97000000e-01,1.97000000e-01,-0.00000000e+00,1.91145551e-10,1.11302695e-11,1.80015281e-10
1.98000000e-01,1.98000000e-01,-0.00000000e+00,1.91477743e-10,1.14623044e-11,1.80015439e-10
1.99000000e-01,1.99000000e-01,-0.00000000e+00,1.91819820e-10,1.18042185e-11,1.80015601e-10
2.00000000e-01,2.00000000e-01,-0.00000000e+00,1.92172073e-10,1.21563045e-11,1.80015768e-10
2.01000000e-01,2.01000000e-01,-0.00000000e+00,1.92534804e-10,1.25188637e-11,1.80015940e-10
2.02000000e-01,2.02000000e-01,-0.00000000e+00,1.92908324e-10,1.28922065e-11,1.80016118e-10
2.03000000e-01,2.03000000e-01,-0.00000000e+00,1.93292952e-10,1.32766522e-11,1.80016300e-10
2.04000000e-01,2.04000000e-01,-0.00000000e+00,1.93689018e-10,1.36725297e-11,1.80016488e-10
2.05000000e-01,2.05000000e-01,-0.00000000e+00,1.94096859e-10,1.40801774e-11,1.80016681e-10
2.06000000e-01,2.06000000e-01,-0.00000000e+00,1.94516824e-10,1.44999438e-11,1.80016881e-10
2.07000000e-01,2.07000000e-01,-0.00000000e+00,1.94949273e-10,1.49321874e-11,1.80017086e-10
2.08000000e-01,2.08000000e-01,-0.00000000e+00,1.95394575e-10,1.53772777e-11,1.80017297e-10
2.09000000e-01,2.09000000e-01,-0.00000000e+00,1.95853109e-10,1.58355946e-11,1.80017514e-10
2.10000000e-01,2.10000000e-01,-0.00000000e+00,1.96325268e-10,1.63075293e-11,1.80017738e-10
2.11000000e-01,2.11000000e-01,-0.00000000e+00,1.96811454e-10,1.67934847e-11,1.80017969e-10
2.12000000e-01,2.12000000e-01,-0.00000000e+00,1.97312082e-10,1.72938753e-11,1.80018206e-10
2.13000000e-01,2.13000000e-01,-0.00000000e+00,1.97827579e-10,1.78091278e-11,1.80018451e-10
2.14000000e-01,2.14000000e-01,-0.00000000e+00,1.98358384e-10,1.83396814e-11,1.80018703e-10
2.15000000e-01,2.15000000e-01,-0.00000000e+00,1.98904950e-10,1.88859884e-11,1.80018962e-10
2.16000000e-01,2.16000000e-01,-0.00000000e+00,1.99467743e-10,1.94485142e-11,1.80019229e-10
2.17000000e-01,2.17000000e-01,-0.00000000e+00,2.00047242e-10,2.00277377e-11,1.80019504e-10
2.18000000e-01,2.18000000e-01,-0.00000000e+00,2.00643939e-10,2.06241520e-11,1.80019787e-10
2.19000000e-01,2.19000000e-01,-0.00000000e+00,2.01258343e-10,2.12382648e-11,1.80020078e-10
2.20000000e-01,2.20000000e-01,-0.00000000e+00,2.01890977e-10,2.18705984e-11,1.80020378e-10
2.21000000e-01,2.21000000e-01,-0.00000000e+00,2.02542378e-10,2.25216904e-11,1.80020687e-10
2.22000000e-01,2.22000000e-01,-0.00000000e+00,2.03213100e-10,2.31920944e-11,1.80021006e-10
2.23000000e-01,2.23000000e-01,-0.00000000e+00,2.03903713e-10,2.38823800e-11,1.80021333e-10
2.24000000e-01,2.24000000e-01,-0.00000000e+00,2.04614804e-10,2.45931335e-11,1.80021670e-10
2.25000000e-01,2.25000000e-01,-0.00000000e+00,2.05346976e-10,2.53249582e-11,1.80022018e-10
2.26000000e-01,2.26000000e-01,-0.00000000e+00,2.06100851e-10,2.60784752e-11,1.80022375e-10
2.27000000e-01,2.27000000e-01,-0.00000000e+00,2.06877067e-10,2.68543238e-11,1.80022743e-10
2.28000000e-01,2.28000000e-01,-0.00000000e+00,2.07676284e-10,2.76531619e-11,1.80023123e-10
2.29000000e-01,2.29000000e-01,-0.00000000e+00,2.08499179e-10,2.84756665e-11,1.80023513e-10
2.30000000e-01,2.30000000e-01,-0.00000000e+00,2.09346449e-10,2.93225344e-11,1.80023915e-10
2.31000000e-01,2.31000000e-01,-0.00000000e+00,2.10218811e-10,3.01944828e-11,1.80024329e-10
2.32000000e-01,2.32000000e-01,-0.00000000e+00,2.11117004e-10,3.10922499e-11,1.80024755e-10
2.33000000e-01,2.33000000e-01,-0.00000000e+00,2.12041788e-10,3.20165951e-11,1.80025193e-10
2.34000000e-01,2.34000000e-01,-0.00000000e+00,2.12993945e-10,3.29683002e-11,1.80025645e-10
2.35000000e-01,2.35000000e-01,-0.00000000e+00,2.13974280e-10,3.39481697e-11,1.80026110e-10
2.36000000e-01,2.36000000e-01,-0.00000000e+00,2.14983620e-10,3.49570315e-11,1.80026589e-10
2.37000000e-01,2.37000000e-01,-0.00000000e+00,2.16022819e-10,3.59957376e-11,1.80027082e-10
2.38000000e-01,2.38000000e-01,-0.00000000e+00,2.17092754e-10,3.70651648e-11,1.80027589e-10
2.39000000e-01,2.39000000e-01,-0.00000000e+00,2.18194327e-10,3.81662152e-11,1.80028112e-10
2.40000000e-01,2.40000000e-01,-0.00000000e+00,2.19328467e-10,3.92998174e-11,1.80028650e-10
2.41000000e-01,2.41000000e-01,-0.00000000e+00,2.20496130e-10,4.04669269e-11,1.80029203e-10
2.42000000e-01,2.42000000e-01,-0.00000000e+00,2.21698300e-10,4.16685267e-11,1.80029774e-10
2.43000000e-01,2.43000000e-01,-0.00000000e+00,2.22935989e-10,4.29056286e-11,1.80030361e-10
2.44000000e-01,2.44000000e-01,-0.00000000e+00,2.24210239e-10,4.41792737e-11,1.80030965e-10
2.45000000e-01,2.45000000e-01,-0.00000000e+00,2.25522121e-10,4.54905332e-11,1.80031587e-10
2.46000000e-01,2.46000000e-01,-0.00000000e+00,2.26872737e-10,4.68405092e-11,1.80032228e-10
2.47000000e-01,2.47000000e-01,-0.00000000e+00,2.28263224e-10,4.82303361e-11,1.80032888e-10
2.48000000e-01,2.48000000e-01,-0.00000000e+00,2.29694747e-10,4.96611809e-11,1.80033567e-10
2.49000000e-01,2.49000000e-01,-0.00000000e+00,2.31168510e-10,5.11342442e-11,1.80034266e-10
