# hostname: saiwaicho
# ngspice: ******
# gmin: 1e-12
# source: nfetdc.cir
# timestamp: 2026-01-24T17:34:34Z
v-sweep,v(ng),i(Vg_sense),i(Vd_sense),i(Vs_sense),i(Vb_sense)
3.60000000e-02,3.60000000e-02,-0.00000000e+00,1.90657040e-12,9.65245939e-14,1.81004581e-12
3.70000000e-02,3.70000000e-02,-0.00000000e+00,1.90946479e-12,9.94176104e-14,1.81004718e-12
3.80000000e-02,3.80000000e-02,-0.00000000e+00,1.91244591e-12,1.02397314e-13,1.81004859e-12
3.90000000e-02,3.90000000e-02,-0.00000000e+00,1.91551635e-12,1.05466302e-13,1.81005005e-12
4.00000000e-02,4.00000000e-02,-0.00000000e+00,1.91867880e-12,1.08627249e-13,1.81005155e-12
4.10000000e-02,4.10000000e-02,-0.00000000e+00,1.92193600e-12,1.11882908e-13,1.81005310e-12
4.20000000e-02,4.20000000e-02,-0.00000000e+00,1.92529080e-12,1.15236117e-13,1.81005469e-12
4.30000000e-02,4.30000000e-02,-0.00000000e+00,1.92874612e-12,1.18689797e-13,1.81005633e-12
4.40000000e-02,4.40000000e-02,-0.00000000e+00,1.93230497e-12,1.22246958e-13,1.81005801e-12
4.50000000e-02,4.50000000e-02,-0.00000000e+00,1.93597045e-12,1.25910698e-13,1.81005975e-12
4.60000000e-02,4.60000000e-02,-0.00000000e+00,1.93974575e-12,1.29684210e-13,1.81006154e-12
4.70000000e-02,4.70000000e-02,-0.00000000e+00,1.94363417e-12,1.33570782e-13,1.81006339e-12
4.80000000e-02,4.80000000e-02,-0.00000000e+00,1.94763909e-12,1.37573799e-13,1.81006529e-12
4.90000000e-02,4.90000000e-02,-0.00000000e+00,1.95176399e-12,1.41696748e-13,1.81006725e-12
5.00000000e-02,5.00000000e-02,-0.00000000e+00,1.95601248e-12,1.45943222e-13,1.81006926e-12
5.10000000e-02,5.10000000e-02,-0.00000000e+00,1.96038826e-12,1.50316919e-13,1.81007134e-12
5.20000000e-02,5.20000000e-02,-0.00000000e+00,1.96489512e-12,1.54821649e-13,1.81007347e-12
5.30000000e-02,5.30000000e-02,-0.00000000e+00,1.96953701e-12,1.59461337e-13,1.81007568e-12
5.40000000e-02,5.40000000e-02,-0.00000000e+00,1.97431797e-12,1.64240023e-13,1.81007794e-12
5.50000000e-02,5.50000000e-02,-0.00000000e+00,1.97924215e-12,1.69161870e-13,1.81008028e-12
5.60000000e-02,5.60000000e-02,-0.00000000e+00,1.98431385e-12,1.74231164e-13,1.81008269e-12
5.70000000e-02,5.70000000e-02,-0.00000000e+00,1.98953748e-12,1.79452321e-13,1.81008516e-12
5.80000000e-02,5.80000000e-02,-0.00000000e+00,1.99491760e-12,1.84829888e-13,1.81008772e-12
5.90000000e-02,5.90000000e-02,-0.00000000e+00,2.00045889e-12,1.90368547e-13,1.81009034e-12
6.00000000e-02,6.00000000e-02,-0.00000000e+00,2.00616617e-12,1.96073123e-13,1.81009305e-12
6.10000000e-02,6.10000000e-02,-0.00000000e+00,2.01204442e-12,2.01948582e-13,1.81009584e-12
6.20000000e-02,6.20000000e-02,-0.00000000e+00,2.01809875e-12,2.08000042e-13,1.81009871e-12
6.30000000e-02,6.30000000e-02,-0.00000000e+00,2.02433444e-12,2.14232771e-13,1.81010167e-12
6.40000000e-02,6.40000000e-02,-0.00000000e+00,2.03075691e-12,2.20652196e-13,1.81010472e-12
6.50000000e-02,6.50000000e-02,-0.00000000e+00,2.03737176e-12,2.27263907e-13,1.81010785e-12
6.60000000e-02,6.60000000e-02,-0.00000000e+00,2.04418474e-12,2.34073660e-13,1.81011108e-12
6.70000000e-02,6.70000000e-02,-0.00000000e+00,2.05120180e-12,2.41087383e-13,1.81011441e-12
6.80000000e-02,6.80000000e-02,-0.00000000e+00,2.05842903e-12,2.48311184e-13,1.81011784e-12
6.90000000e-02,6.90000000e-02,-0.00000000e+00,2.06587272e-12,2.55751350e-13,1.81012137e-12
7.00000000e-02,7.00000000e-02,-0.00000000e+00,2.07353937e-12,2.63414357e-13,1.81012501e-12
7.10000000e-02,7.10000000e-02,-0.00000000e+00,2.08143563e-12,2.71306877e-13,1.81012875e-12
7.20000000e-02,7.20000000e-02,-0.00000000e+00,2.08956839e-12,2.79435780e-13,1.81013261e-12
7.30000000e-02,7.30000000e-02,-0.00000000e+00,2.09794473e-12,2.87808140e-13,1.81013659e-12
7.40000000e-02,7.40000000e-02,-0.00000000e+00,2.10657192e-12,2.96431244e-13,1.81014068e-12
7.50000000e-02,7.50000000e-02,-0.00000000e+00,2.11545749e-12,3.05312598e-13,1.81014489e-12
7.60000000e-02,7.60000000e-02,-0.00000000e+00,2.12460916e-12,3.14459931e-13,1.81014923e-12
7.70000000e-02,7.70000000e-02,-0.00000000e+00,2.13403491e-12,3.23881202e-13,1.81015371e-12
7.80000000e-02,7.80000000e-02,-0.00000000e+00,2.14374292e-12,3.33584610e-13,1.81015831e-12
7.90000000e-02,7.90000000e-02,-0.00000000e+00,2.15374165e-12,3.43578600e-13,1.81016305e-12
8.00000000e-02,8.00000000e-02,-0.00000000e+00,2.16403980e-12,3.53871865e-13,1.81016794e-12
8.10000000e-02,8.10000000e-02,-0.00000000e+00,2.17464633e-12,3.64473363e-13,1.81017297e-12
8.20000000e-02,8.20000000e-02,-0.00000000e+00,2.18557047e-12,3.75392317e-13,1.81017815e-12
8.30000000e-02,8.30000000e-02,-0.00000000e+00,2.19682171e-12,3.86638226e-13,1.81018349e-12
8.40000000e-02,8.40000000e-02,-0.00000000e+00,2.20840986e-12,3.98220873e-13,1.81018898e-12
8.50000000e-02,8.50000000e-02,-0.00000000e+00,2.22034498e-12,4.10150334e-13,1.81019465e-12
8.60000000e-02,8.60000000e-02,-0.00000000e+00,2.23263746e-12,4.22436985e-13,1.81020048e-12
8.70000000e-02,8.70000000e-02,-0.00000000e+00,2.24529800e-12,4.35091514e-13,1.81020648e-12
8.80000000e-02,8.80000000e-02,-0.00000000e+00,2.25833759e-12,4.48124927e-13,1.81021267e-12
8.90000000e-02,8.90000000e-02,-0.00000000e+00,2.27176760e-12,4.61548559e-13,1.81021904e-12
9.00000000e-02,9.00000000e-02,-0.00000000e+00,2.28559968e-12,4.75374083e-13,1.81022560e-12
9.10000000e-02,9.10000000e-02,-0.00000000e+00,2.29984588e-12,4.89613523e-13,1.81023236e-12
9.20000000e-02,9.20000000e-02,-0.00000000e+00,2.31451858e-12,5.04279260e-13,1.81023932e-12
9.30000000e-02,9.30000000e-02,-0.00000000e+00,2.32963053e-12,5.19384047e-13,1.81024649e-12
9.40000000e-02,9.40000000e-02,-0.00000000e+00,2.34519488e-12,5.34941015e-13,1.81025387e-12
9.50000000e-02,9.50000000e-02,-0.00000000e+00,2.36122516e-12,5.50963691e-13,1.81026147e-12
9.60000000e-02,9.60000000e-02,-0.00000000e+00,2.37773531e-12,5.67466003e-13,1.81026930e-12
9.70000000e-02,9.70000000e-02,-0.00000000e+00,2.39473967e-12,5.84462296e-13,1.81027737e-12
9.80000000e-02,9.80000000e-02,-0.00000000e+00,2.41225302e-12,6.01967345e-13,1.81028568e-12
9.90000000e-02,9.90000000e-02,-0.00000000e+00,2.43029060e-12,6.19996364e-13,1.81029423e-12
1.00000000e-01,1.00000000e-01,-0.00000000e+00,2.44886807e-12,6.38565023e-13,1.81030305e-12
1.01000000e-01,1.01000000e-01,-0.00000000e+00,2.46800158e-12,6.57689458e-13,1.81031212e-12
1.02000000e-01,1.02000000e-01,-0.00000000e+00,2.48770776e-12,6.77386290e-13,1.81032147e-12
1.03000000e-01,1.03000000e-01,-0.00000000e+00,2.50800373e-12,6.97672633e-13,1.81033110e-12
1.04000000e-01,1.04000000e-01,-0.00000000e+00,2.52890713e-12,7.18566115e-13,1.81034101e-12
1.05000000e-01,1.05000000e-01,-0.00000000e+00,2.55043611e-12,7.40084887e-13,1.81035122e-12
1.06000000e-01,1.06000000e-01,-0.00000000e+00,2.57260939e-12,7.62247645e-13,1.81036174e-12
1.07000000e-01,1.07000000e-01,-0.00000000e+00,2.59544622e-12,7.85073642e-13,1.81037257e-12
1.08000000e-01,1.08000000e-01,-0.00000000e+00,2.61896643e-12,8.08582704e-13,1.81038373e-12
1.09000000e-01,1.09000000e-01,-0.00000000e+00,2.64319047e-12,8.32795251e-13,1.81039522e-12
1.10000000e-01,1.10000000e-01,-0.00000000e+00,2.66813937e-12,8.57732312e-13,1.81040706e-12
1.11000000e-01,1.11000000e-01,-0.00000000e+00,2.69383479e-12,8.83415543e-13,1.81041924e-12
1.12000000e-01,1.12000000e-01,-0.00000000e+00,2.72029904e-12,9.09867247e-13,1.81043180e-12
1.13000000e-01,1.13000000e-01,-0.00000000e+00,2.74755512e-12,9.37110391e-13,1.81044473e-12
1.14000000e-01,1.14000000e-01,-0.00000000e+00,2.77562667e-12,9.65168630e-13,1.81045804e-12
1.15000000e-01,1.15000000e-01,-0.00000000e+00,2.80453808e-12,9.94066322e-13,1.81047176e-12
1.16000000e-01,1.16000000e-01,-0.00000000e+00,2.83431443e-12,1.02382855e-12,1.81048588e-12
1.17000000e-01,1.17000000e-01,-0.00000000e+00,2.86498159e-12,1.05448116e-12,1.81050043e-12
1.18000000e-01,1.18000000e-01,-0.00000000e+00,2.89656615e-12,1.08605074e-12,1.81051541e-12
1.19000000e-01,1.19000000e-01,-0.00000000e+00,2.92909554e-12,1.11856470e-12,1.81053084e-12
1.20000000e-01,1.20000000e-01,-0.00000000e+00,2.96259798e-12,1.15205125e-12,1.81054673e-12
1.21000000e-01,1.21000000e-01,-0.00000000e+00,2.99710255e-12,1.18653945e-12,1.81056310e-12
1.22000000e-01,1.22000000e-01,-0.00000000e+00,3.03263918e-12,1.22205922e-12,1.81057996e-12
1.23000000e-01,1.23000000e-01,-0.00000000e+00,3.06923870e-12,1.25864138e-12,1.81059732e-12
1.24000000e-01,1.24000000e-01,-0.00000000e+00,3.10693286e-12,1.29631766e-12,1.81061520e-12
1.25000000e-01,1.25000000e-01,-0.00000000e+00,3.14575436e-12,1.33512074e-12,1.81063361e-12
1.26000000e-01,1.26000000e-01,-0.00000000e+00,3.18573686e-12,1.37508428e-12,1.81065258e-12
1.27000000e-01,1.27000000e-01,-0.00000000e+00,3.22691505e-12,1.41624294e-12,1.81067211e-12
1.28000000e-01,1.28000000e-01,-0.00000000e+00,3.26932462e-12,1.45863240e-12,1.81069223e-12
1.29000000e-01,1.29000000e-01,-0.00000000e+00,3.31300236e-12,1.50228941e-12,1.81071294e-12
1.30000000e-01,1.30000000e-01,-0.00000000e+00,3.35798612e-12,1.54725184e-12,1.81073428e-12
1.31000000e-01,1.31000000e-01,-0.00000000e+00,3.40431491e-12,1.59355865e-12,1.81075626e-12
1.32000000e-01,1.32000000e-01,-0.00000000e+00,3.45202888e-12,1.64124999e-12,1.81077889e-12
1.33000000e-01,1.33000000e-01,-0.00000000e+00,3.50116938e-12,1.69036718e-12,1.81080220e-12
1.34000000e-01,1.34000000e-01,-0.00000000e+00,3.55177901e-12,1.74095280e-12,1.81082621e-12
1.35000000e-01,1.35000000e-01,-0.00000000e+00,3.60390160e-12,1.79305067e-12,1.81085093e-12
1.36000000e-01,1.36000000e-01,-0.00000000e+00,3.65758234e-12,1.84670594e-12,1.81087640e-12
1.37000000e-01,1.37000000e-01,-0.00000000e+00,3.71286771e-12,1.90196509e-12,1.81090262e-12
1.38000000e-01,1.38000000e-01,-0.00000000e+00,3.76980561e-12,1.95887598e-12,1.81092963e-12
1.39000000e-01,1.39000000e-01,-0.00000000e+00,3.82844535e-12,2.01748790e-12,1.81095744e-12
1.40000000e-01,1.40000000e-01,-0.00000000e+00,3.88883772e-12,2.07785163e-12,1.81098609e-12
1.41000000e-01,1.41000000e-01,-0.00000000e+00,3.95103501e-12,2.14001941e-12,1.81101559e-12
1.42000000e-01,1.42000000e-01,-0.00000000e+00,4.01509107e-12,2.20404509e-12,1.81104598e-12
1.43000000e-01,1.43000000e-01,-0.00000000e+00,4.08106136e-12,2.26998409e-12,1.81107727e-12
1.44000000e-01,1.44000000e-01,-0.00000000e+00,4.14900298e-12,2.33789348e-12,1.81110950e-12
1.45000000e-01,1.45000000e-01,-0.00000000e+00,4.21897473e-12,2.40783204e-12,1.81114269e-12
1.46000000e-01,1.46000000e-01,-0.00000000e+00,4.29103717e-12,2.47986030e-12,1.81117687e-12
1.47000000e-01,1.47000000e-01,-0.00000000e+00,4.36525264e-12,2.55404057e-12,1.81121208e-12
1.48000000e-01,1.48000000e-01,-0.00000000e+00,4.44168536e-12,2.63043703e-12,1.81124833e-12
1.49000000e-01,1.49000000e-01,-0.00000000e+00,4.52040145e-12,2.70911578e-12,1.81128567e-12
1.50000000e-01,1.50000000e-01,-0.00000000e+00,4.60146898e-12,2.79014486e-12,1.81132412e-12
1.51000000e-01,1.51000000e-01,-0.00000000e+00,4.68495806e-12,2.87359433e-12,1.81136373e-12
1.52000000e-01,1.52000000e-01,-0.00000000e+00,4.77094088e-12,2.95953637e-12,1.81140451e-12
1.53000000e-01,1.53000000e-01,-0.00000000e+00,4.85949178e-12,3.04804527e-12,1.81144652e-12
1.54000000e-01,1.54000000e-01,-0.00000000e+00,4.95068731e-12,3.13919753e-12,1.81148978e-12
1.55000000e-01,1.55000000e-01,-0.00000000e+00,5.04460628e-12,3.23307195e-12,1.81153433e-12
1.56000000e-01,1.56000000e-01,-0.00000000e+00,5.14132985e-12,3.32974965e-12,1.81158021e-12
1.57000000e-01,1.57000000e-01,-0.00000000e+00,5.24094161e-12,3.42931415e-12,1.81162746e-12
1.58000000e-01,1.58000000e-01,-0.00000000e+00,5.34352760e-12,3.53185148e-12,1.81167612e-12
1.59000000e-01,1.59000000e-01,-0.00000000e+00,5.44917644e-12,3.63745021e-12,1.81172623e-12
1.60000000e-01,1.60000000e-01,-0.00000000e+00,5.55797937e-12,3.74620153e-12,1.81177784e-12
1.61000000e-01,1.61000000e-01,-0.00000000e+00,5.67003035e-12,3.85819936e-12,1.81183099e-12
1.62000000e-01,1.62000000e-01,-0.00000000e+00,5.78542611e-12,3.97354038e-12,1.81188573e-12
1.63000000e-01,1.63000000e-01,-0.00000000e+00,5.90426626e-12,4.09232416e-12,1.81194210e-12
1.64000000e-01,1.64000000e-01,-0.00000000e+00,6.02665339e-12,4.21465323e-12,1.81200016e-12
1.65000000e-01,1.65000000e-01,-0.00000000e+00,6.15269309e-12,4.34063314e-12,1.81205994e-12
1.66000000e-01,1.66000000e-01,-0.00000000e+00,6.28249411e-12,4.47037260e-12,1.81212151e-12
1.67000000e-01,1.67000000e-01,-0.00000000e+00,6.41616842e-12,4.60398350e-12,1.81218492e-12
1.68000000e-01,1.68000000e-01,-0.00000000e+00,6.55383133e-12,4.74158111e-12,1.81225022e-12
1.69000000e-01,1.69000000e-01,-0.00000000e+00,6.69560153e-12,4.88328406e-12,1.81231747e-12
1.70000000e-01,1.70000000e-01,-0.00000000e+00,6.84160126e-12,5.02921453e-12,1.81238672e-12
1.71000000e-01,1.71000000e-01,-0.00000000e+00,6.99195637e-12,5.17949832e-12,1.81245804e-12
1.72000000e-01,1.72000000e-01,-0.00000000e+00,7.14679644e-12,5.33426495e-12,1.81253149e-12
1.73000000e-01,1.73000000e-01,-0.00000000e+00,7.30625491e-12,5.49364778e-12,1.81260713e-12
1.74000000e-01,1.74000000e-01,-0.00000000e+00,7.47046914e-12,5.65778412e-12,1.81268502e-12
1.75000000e-01,1.75000000e-01,-0.00000000e+00,7.63958059e-12,5.82681535e-12,1.81276524e-12
1.76000000e-01,1.76000000e-01,-0.00000000e+00,7.81373489e-12,6.00088704e-12,1.81284785e-12
1.77000000e-01,1.77000000e-01,-0.00000000e+00,7.99308199e-12,6.18014907e-12,1.81293292e-12
1.78000000e-01,1.78000000e-01,-0.00000000e+00,8.17777627e-12,6.36475574e-12,1.81302053e-12
1.79000000e-01,1.79000000e-01,-0.00000000e+00,8.36797671e-12,6.55486596e-12,1.81311075e-12
1.80000000e-01,1.80000000e-01,-0.00000000e+00,8.56384695e-12,6.75064329e-12,1.81320366e-12
1.81000000e-01,1.81000000e-01,-0.00000000e+00,8.76555551e-12,6.95225617e-12,1.81329934e-12
1.82000000e-01,1.82000000e-01,-0.00000000e+00,8.97327587e-12,7.15987800e-12,1.81339787e-12
1.83000000e-01,1.83000000e-01,-0.00000000e+00,9.18718666e-12,7.37368732e-12,1.81349934e-12
1.84000000e-01,1.84000000e-01,-0.00000000e+00,9.40747179e-12,7.59386796e-12,1.81360383e-12
1.85000000e-01,1.85000000e-01,-0.00000000e+00,9.63432059e-12,7.82060915e-12,1.81371143e-12
1.86000000e-01,1.86000000e-01,-0.00000000e+00,9.86792800e-12,8.05410576e-12,1.81382224e-12
1.87000000e-01,1.87000000e-01,-0.00000000e+00,1.01084947e-11,8.29455838e-12,1.81393636e-12
1.88000000e-01,1.88000000e-01,-0.00000000e+00,1.03562274e-11,8.54217355e-12,1.81405387e-12
1.89000000e-01,1.89000000e-01,-0.00000000e+00,1.06113388e-11,8.79716389e-12,1.81417488e-12
1.90000000e-01,1.90000000e-01,-0.00000000e+00,1.08740478e-11,9.05974833e-12,1.81429949e-12
1.91000000e-01,1.91000000e-01,-0.00000000e+00,1.11445801e-11,9.33015225e-12,1.81442782e-12
1.92000000e-01,1.92000000e-01,-0.00000000e+00,1.14231676e-11,9.60860766e-12,1.81455996e-12
1.93000000e-01,1.93000000e-01,-0.00000000e+00,1.17100495e-11,9.89535346e-12,1.81469604e-12
1.94000000e-01,1.94000000e-01,-0.00000000e+00,1.20054717e-11,1.01906356e-11,1.81483617e-12
1.95000000e-01,1.95000000e-01,-0.00000000e+00,1.23096877e-11,1.04947072e-11,1.81498048e-12
1.96000000e-01,1.96000000e-01,-0.00000000e+00,1.26229580e-11,1.08078289e-11,1.81512907e-12
1.97000000e-01,1.97000000e-01,-0.00000000e+00,1.29455513e-11,1.11302692e-11,1.81528209e-12
1.98000000e-01,1.98000000e-01,-0.00000000e+00,1.32777438e-11,1.14623041e-11,1.81543967e-12
1.99000000e-01,1.99000000e-01,-0.00000000e+00,1.36198201e-11,1.18042182e-11,1.81560193e-12
2.00000000e-01,2.00000000e-01,-0.00000000e+00,1.39720732e-11,1.21563042e-11,1.81576902e-12
2.01000000e-01,2.01000000e-01,-0.00000000e+00,1.43348045e-11,1.25188634e-11,1.81594107e-12
2.02000000e-01,2.02000000e-01,-0.00000000e+00,1.47083244e-11,1.28922062e-11,1.81611825e-12
2.03000000e-01,2.03000000e-01,-0.00000000e+00,1.50929526e-11,1.32766519e-11,1.81630070e-12
2.04000000e-01,2.04000000e-01,-0.00000000e+00,1.54890179e-11,1.36725294e-11,1.81648857e-12
2.05000000e-01,2.05000000e-01,-0.00000000e+00,1.58968591e-11,1.40801770e-11,1.81668202e-12
2.06000000e-01,2.06000000e-01,-0.00000000e+00,1.63168246e-11,1.44999434e-11,1.81688123e-12
2.07000000e-01,2.07000000e-01,-0.00000000e+00,1.67492734e-11,1.49321871e-11,1.81708636e-12
2.08000000e-01,2.08000000e-01,-0.00000000e+00,1.71945749e-11,1.53772773e-11,1.81729758e-12
2.09000000e-01,2.09000000e-01,-0.00000000e+00,1.76531092e-11,1.58355942e-11,1.81751508e-12
2.10000000e-01,2.10000000e-01,-0.00000000e+00,1.81252680e-11,1.63075289e-11,1.81773905e-12
2.11000000e-01,2.11000000e-01,-0.00000000e+00,1.86114540e-11,1.67934843e-11,1.81796966e-12
2.12000000e-01,2.12000000e-01,-0.00000000e+00,1.91120820e-11,1.72938749e-11,1.81820713e-12
2.13000000e-01,2.13000000e-01,-0.00000000e+00,1.96275790e-11,1.78091273e-11,1.81845165e-12
2.14000000e-01,2.14000000e-01,-0.00000000e+00,2.01583844e-11,1.83396810e-11,1.81870343e-12
2.15000000e-01,2.15000000e-01,-0.00000000e+00,2.07049507e-11,1.88859880e-11,1.81896269e-12
2.16000000e-01,2.16000000e-01,-0.00000000e+00,2.12677434e-11,1.94485137e-11,1.81922965e-12
2.17000000e-01,2.17000000e-01,-0.00000000e+00,2.18472417e-11,2.00277372e-11,1.81950452e-12
2.18000000e-01,2.18000000e-01,-0.00000000e+00,2.24439391e-11,2.06241515e-11,1.81978756e-12
2.19000000e-01,2.19000000e-01,-0.00000000e+00,2.30583433e-11,2.12382643e-11,1.82007900e-12
2.20000000e-01,2.20000000e-01,-0.00000000e+00,2.36909769e-11,2.18705979e-11,1.82037908e-12
2.21000000e-01,2.21000000e-01,-0.00000000e+00,2.43423780e-11,2.25216899e-11,1.82068806e-12
2.22000000e-01,2.22000000e-01,-0.00000000e+00,2.50131001e-11,2.31920939e-11,1.82100621e-12
2.23000000e-01,2.23000000e-01,-0.00000000e+00,2.57037133e-11,2.38823795e-11,1.82133379e-12
2.24000000e-01,2.24000000e-01,-0.00000000e+00,2.64148040e-11,2.45931329e-11,1.82167109e-12
2.25000000e-01,2.25000000e-01,-0.00000000e+00,2.71469760e-11,2.53249576e-11,1.82201838e-12
2.26000000e-01,2.26000000e-01,-0.00000000e+00,2.79008506e-11,2.60784747e-11,1.82237597e-12
2.27000000e-01,2.27000000e-01,-0.00000000e+00,2.86770674e-11,2.68543233e-11,1.82274416e-12
2.28000000e-01,2.28000000e-01,-0.00000000e+00,2.94762846e-11,2.76531613e-11,1.82312326e-12
2.29000000e-01,2.29000000e-01,-0.00000000e+00,3.02991794e-11,2.84756658e-11,1.82351358e-12
2.30000000e-01,2.30000000e-01,-0.00000000e+00,3.11464492e-11,2.93225337e-11,1.82391547e-12
2.31000000e-01,2.31000000e-01,-0.00000000e+00,3.20188114e-11,3.01944822e-11,1.82432926e-12
2.32000000e-01,2.32000000e-01,-0.00000000e+00,3.29170045e-11,3.10922492e-11,1.82475531e-12
2.33000000e-01,2.33000000e-01,-0.00000000e+00,3.38417884e-11,3.20165944e-11,1.82519396e-12
2.34000000e-01,2.34000000e-01,-0.00000000e+00,3.47939451e-11,3.29682995e-11,1.82564560e-12
2.35000000e-01,2.35000000e-01,-0.00000000e+00,3.57742796e-11,3.39481690e-11,1.82611061e-12
2.36000000e-01,2.36000000e-01,-0.00000000e+00,3.67836202e-11,3.49570308e-11,1.82658937e-12
2.37000000e-01,2.37000000e-01,-0.00000000e+00,3.78228192e-11,3.59957369e-11,1.82708229e-12
2.38000000e-01,2.38000000e-01,-0.00000000e+00,3.88927538e-11,3.70651640e-11,1.82758979e-12
2.39000000e-01,2.39000000e-01,-0.00000000e+00,3.99943267e-11,3.81662144e-11,1.82811230e-12
2.40000000e-01,2.40000000e-01,-0.00000000e+00,4.11284669e-11,3.92998166e-11,1.82865026e-12
2.41000000e-01,2.41000000e-01,-0.00000000e+00,4.22961302e-11,4.04669261e-11,1.82920412e-12
2.42000000e-01,2.42000000e-01,-0.00000000e+00,4.34983002e-11,4.16685259e-11,1.82977434e-12
2.43000000e-01,2.43000000e-01,-0.00000000e+00,4.47359892e-11,4.29056278e-11,1.83036141e-12
2.44000000e-01,2.44000000e-01,-0.00000000e+00,4.60102387e-11,4.41792728e-11,1.83096582e-12
2.45000000e-01,2.45000000e-01,-0.00000000e+00,4.73221203e-11,4.54905323e-11,1.83158808e-12
2.46000000e-01,2.46000000e-01,-0.00000000e+00,4.86727370e-11,4.68405083e-11,1.83222871e-12
2.47000000e-01,2.47000000e-01,-0.00000000e+00,5.00632235e-11,4.82303352e-11,1.83288826e-12
2.48000000e-01,2.48000000e-01,-0.00000000e+00,5.14947472e-11,4.96611799e-11,1.83356726e-12
2.49000000e-01,2.49000000e-01,-0.00000000e+00,5.29685095e-11,5.11342432e-11,1.83426631e-12
