# hostname: saiwaicho
# ngspice: ******
# gmin: 1e-15
# source: nfetdc.cir
# timestamp: 2026-01-28T20:31:21Z
v-sweep,v(ng),i(Vg_sense),i(Vd_sense),i(Vs_sense),i(Vb_sense)
5.10000000e-02,5.10000000e-02,-0.00000000e+00,1.62188255e-13,1.50316919e-13,1.18713363e-14
5.20000000e-02,5.20000000e-02,-0.00000000e+00,1.66695123e-13,1.54821649e-13,1.18734741e-14
5.30000000e-02,5.30000000e-02,-0.00000000e+00,1.71337013e-13,1.59461337e-13,1.18756760e-14
5.40000000e-02,5.40000000e-02,-0.00000000e+00,1.76117967e-13,1.64240023e-13,1.18779438e-14
5.50000000e-02,5.50000000e-02,-0.00000000e+00,1.81042149e-13,1.69161870e-13,1.18802796e-14
5.60000000e-02,5.60000000e-02,-0.00000000e+00,1.86113850e-13,1.74231164e-13,1.18826854e-14
5.70000000e-02,5.70000000e-02,-0.00000000e+00,1.91337484e-13,1.79452321e-13,1.18851632e-14
5.80000000e-02,5.80000000e-02,-0.00000000e+00,1.96717603e-13,1.84829888e-13,1.18877152e-14
5.90000000e-02,5.90000000e-02,-0.00000000e+00,2.02258891e-13,1.90368547e-13,1.18903437e-14
6.00000000e-02,6.00000000e-02,-0.00000000e+00,2.07966174e-13,1.96073123e-13,1.18930509e-14
6.10000000e-02,6.10000000e-02,-0.00000000e+00,2.13844421e-13,2.01948582e-13,1.18958393e-14
6.20000000e-02,6.20000000e-02,-0.00000000e+00,2.19898753e-13,2.08000042e-13,1.18987111e-14
6.30000000e-02,6.30000000e-02,-0.00000000e+00,2.26134440e-13,2.14232771e-13,1.19016690e-14
6.40000000e-02,6.40000000e-02,-0.00000000e+00,2.32556911e-13,2.20652196e-13,1.19047155e-14
6.50000000e-02,6.50000000e-02,-0.00000000e+00,2.39171760e-13,2.27263907e-13,1.19078532e-14
6.60000000e-02,6.60000000e-02,-0.00000000e+00,2.45984745e-13,2.34073660e-13,1.19110850e-14
6.70000000e-02,6.70000000e-02,-0.00000000e+00,2.53001797e-13,2.41087383e-13,1.19144135e-14
6.80000000e-02,6.80000000e-02,-0.00000000e+00,2.60229025e-13,2.48311184e-13,1.19178417e-14
6.90000000e-02,6.90000000e-02,-0.00000000e+00,2.67672722e-13,2.55751349e-13,1.19213726e-14
7.00000000e-02,7.00000000e-02,-0.00000000e+00,2.75339366e-13,2.63414357e-13,1.19250093e-14
7.10000000e-02,7.10000000e-02,-0.00000000e+00,2.83235632e-13,2.71306877e-13,1.19287548e-14
7.20000000e-02,7.20000000e-02,-0.00000000e+00,2.91368392e-13,2.79435780e-13,1.19326126e-14
7.30000000e-02,7.30000000e-02,-0.00000000e+00,2.99744726e-13,2.87808140e-13,1.19365859e-14
7.40000000e-02,7.40000000e-02,-0.00000000e+00,3.08371922e-13,2.96431244e-13,1.19406782e-14
7.50000000e-02,7.50000000e-02,-0.00000000e+00,3.17257491e-13,3.05312598e-13,1.19448930e-14
7.60000000e-02,7.60000000e-02,-0.00000000e+00,3.26409165e-13,3.14459931e-13,1.19492341e-14
7.70000000e-02,7.70000000e-02,-0.00000000e+00,3.35834907e-13,3.23881202e-13,1.19537052e-14
7.80000000e-02,7.80000000e-02,-0.00000000e+00,3.45542921e-13,3.33584610e-13,1.19583101e-14
7.90000000e-02,7.90000000e-02,-0.00000000e+00,3.55541653e-13,3.43578600e-13,1.19630530e-14
8.00000000e-02,8.00000000e-02,-0.00000000e+00,3.65839803e-13,3.53871865e-13,1.19679379e-14
8.10000000e-02,8.10000000e-02,-0.00000000e+00,3.76446332e-13,3.64473363e-13,1.19729691e-14
8.20000000e-02,8.20000000e-02,-0.00000000e+00,3.87370468e-13,3.75392317e-13,1.19781509e-14
8.30000000e-02,8.30000000e-02,-0.00000000e+00,3.98621714e-13,3.86638226e-13,1.19834879e-14
8.40000000e-02,8.40000000e-02,-0.00000000e+00,4.10209857e-13,3.98220873e-13,1.19889847e-14
8.50000000e-02,8.50000000e-02,-0.00000000e+00,4.22144980e-13,4.10150334e-13,1.19946461e-14
8.60000000e-02,8.60000000e-02,-0.00000000e+00,4.34437462e-13,4.22436985e-13,1.20004770e-14
8.70000000e-02,8.70000000e-02,-0.00000000e+00,4.47097997e-13,4.35091514e-13,1.20064825e-14
8.80000000e-02,8.80000000e-02,-0.00000000e+00,4.60137595e-13,4.48124927e-13,1.20126678e-14
8.90000000e-02,8.90000000e-02,-0.00000000e+00,4.73567597e-13,4.61548559e-13,1.20190383e-14
9.00000000e-02,9.00000000e-02,-0.00000000e+00,4.87399683e-13,4.75374083e-13,1.20255995e-14
9.10000000e-02,9.10000000e-02,-0.00000000e+00,5.01645880e-13,4.89613523e-13,1.20323572e-14
9.20000000e-02,9.20000000e-02,-0.00000000e+00,5.16318577e-13,5.04279260e-13,1.20393171e-14
9.30000000e-02,9.30000000e-02,-0.00000000e+00,5.31430532e-13,5.19384047e-13,1.20464854e-14
9.40000000e-02,9.40000000e-02,-0.00000000e+00,5.46994884e-13,5.34941015e-13,1.20538683e-14
9.50000000e-02,9.50000000e-02,-0.00000000e+00,5.63025163e-13,5.50963691e-13,1.20614723e-14
9.60000000e-02,9.60000000e-02,-0.00000000e+00,5.79535306e-13,5.67466003e-13,1.20693038e-14
9.70000000e-02,9.70000000e-02,-0.00000000e+00,5.96539666e-13,5.84462296e-13,1.20773698e-14
9.80000000e-02,9.80000000e-02,-0.00000000e+00,6.14053022e-13,6.01967345e-13,1.20856772e-14
9.90000000e-02,9.90000000e-02,-0.00000000e+00,6.32090597e-13,6.19996364e-13,1.20942333e-14
1.00000000e-01,1.00000000e-01,-0.00000000e+00,6.50668068e-13,6.38565023e-13,1.21030454e-14
1.01000000e-01,1.01000000e-01,-0.00000000e+00,6.69801579e-13,6.57689458e-13,1.21121214e-14
1.02000000e-01,1.02000000e-01,-0.00000000e+00,6.89507759e-13,6.77386290e-13,1.21214690e-14
1.03000000e-01,1.03000000e-01,-0.00000000e+00,7.09803730e-13,6.97672633e-13,1.21310963e-14
1.04000000e-01,1.04000000e-01,-0.00000000e+00,7.30707127e-13,7.18566115e-13,1.21410118e-14
1.05000000e-01,1.05000000e-01,-0.00000000e+00,7.52236111e-13,7.40084887e-13,1.21512240e-14
1.06000000e-01,1.06000000e-01,-0.00000000e+00,7.74409387e-13,7.62247645e-13,1.21617418e-14
1.07000000e-01,1.07000000e-01,-0.00000000e+00,7.97246216e-13,7.85073641e-13,1.21725744e-14
1.08000000e-01,1.08000000e-01,-0.00000000e+00,8.20766435e-13,8.08582703e-13,1.21837311e-14
1.09000000e-01,1.09000000e-01,-0.00000000e+00,8.44990472e-13,8.32795251e-13,1.21952218e-14
1.10000000e-01,1.10000000e-01,-0.00000000e+00,8.69939368e-13,8.57732312e-13,1.22070562e-14
1.11000000e-01,1.11000000e-01,-0.00000000e+00,8.95634787e-13,8.83415543e-13,1.22192447e-14
1.12000000e-01,1.12000000e-01,-0.00000000e+00,9.22099044e-13,9.09867246e-13,1.22317980e-14
1.13000000e-01,1.13000000e-01,-0.00000000e+00,9.49355118e-13,9.37110391e-13,1.22447268e-14
1.14000000e-01,1.14000000e-01,-0.00000000e+00,9.77426672e-13,9.65168630e-13,1.22580425e-14
1.15000000e-01,1.15000000e-01,-0.00000000e+00,1.00633808e-12,9.94066322e-13,1.22717565e-14
1.16000000e-01,1.16000000e-01,-0.00000000e+00,1.03611443e-12,1.02382855e-12,1.22858809e-14
1.17000000e-01,1.17000000e-01,-0.00000000e+00,1.06678159e-12,1.05448116e-12,1.23004277e-14
1.18000000e-01,1.18000000e-01,-0.00000000e+00,1.09836615e-12,1.08605074e-12,1.23154098e-14
1.19000000e-01,1.19000000e-01,-0.00000000e+00,1.13089554e-12,1.11856470e-12,1.23308400e-14
1.20000000e-01,1.20000000e-01,-0.00000000e+00,1.16439798e-12,1.15205125e-12,1.23467318e-14
1.21000000e-01,1.21000000e-01,-0.00000000e+00,1.19890255e-12,1.18653945e-12,1.23630989e-14
1.22000000e-01,1.22000000e-01,-0.00000000e+00,1.23443918e-12,1.22205922e-12,1.23799556e-14
1.23000000e-01,1.23000000e-01,-0.00000000e+00,1.27103870e-12,1.25864138e-12,1.23973165e-14
1.24000000e-01,1.24000000e-01,-0.00000000e+00,1.30873286e-12,1.29631766e-12,1.24151966e-14
1.25000000e-01,1.25000000e-01,-0.00000000e+00,1.34755436e-12,1.33512074e-12,1.24336115e-14
1.26000000e-01,1.26000000e-01,-0.00000000e+00,1.38753686e-12,1.37508428e-12,1.24525771e-14
1.27000000e-01,1.27000000e-01,-0.00000000e+00,1.42871505e-12,1.41624294e-12,1.24721098e-14
1.28000000e-01,1.28000000e-01,-0.00000000e+00,1.47112462e-12,1.45863240e-12,1.24922267e-14
1.29000000e-01,1.29000000e-01,-0.00000000e+00,1.51480236e-12,1.50228941e-12,1.25129451e-14
1.30000000e-01,1.30000000e-01,-0.00000000e+00,1.55978612e-12,1.54725184e-12,1.25342830e-14
1.31000000e-01,1.31000000e-01,-0.00000000e+00,1.60611491e-12,1.59355865e-12,1.25562589e-14
1.32000000e-01,1.32000000e-01,-0.00000000e+00,1.65382888e-12,1.64124999e-12,1.25788919e-14
1.33000000e-01,1.33000000e-01,-0.00000000e+00,1.70296938e-12,1.69036718e-12,1.26022015e-14
1.34000000e-01,1.34000000e-01,-0.00000000e+00,1.75357901e-12,1.74095280e-12,1.26262080e-14
1.35000000e-01,1.35000000e-01,-0.00000000e+00,1.80570160e-12,1.79305067e-12,1.26509322e-14
1.36000000e-01,1.36000000e-01,-0.00000000e+00,1.85938234e-12,1.84670594e-12,1.26763955e-14
1.37000000e-01,1.37000000e-01,-0.00000000e+00,1.91466771e-12,1.90196509e-12,1.27026199e-14
1.38000000e-01,1.38000000e-01,-0.00000000e+00,1.97160561e-12,1.95887598e-12,1.27296282e-14
1.39000000e-01,1.39000000e-01,-0.00000000e+00,2.03024535e-12,2.01748790e-12,1.27574438e-14
1.40000000e-01,1.40000000e-01,-0.00000000e+00,2.09063772e-12,2.07785163e-12,1.27860907e-14
1.41000000e-01,1.41000000e-01,-0.00000000e+00,2.15283501e-12,2.14001941e-12,1.28155938e-14
1.42000000e-01,1.42000000e-01,-0.00000000e+00,2.21689107e-12,2.20404509e-12,1.28459786e-14
1.43000000e-01,1.43000000e-01,-0.00000000e+00,2.28286136e-12,2.26998409e-12,1.28772713e-14
1.44000000e-01,1.44000000e-01,-0.00000000e+00,2.35080298e-12,2.33789348e-12,1.29094992e-14
1.45000000e-01,1.45000000e-01,-0.00000000e+00,2.42077473e-12,2.40783204e-12,1.29426901e-14
1.46000000e-01,1.46000000e-01,-0.00000000e+00,2.49283717e-12,2.47986029e-12,1.29768726e-14
1.47000000e-01,1.47000000e-01,-0.00000000e+00,2.56705264e-12,2.55404057e-12,1.30120765e-14
1.48000000e-01,1.48000000e-01,-0.00000000e+00,2.64348536e-12,2.63043703e-12,1.30483321e-14
1.49000000e-01,1.49000000e-01,-0.00000000e+00,2.72220145e-12,2.70911578e-12,1.30856707e-14
1.50000000e-01,1.50000000e-01,-0.00000000e+00,2.80326898e-12,2.79014485e-12,1.31241248e-14
1.51000000e-01,1.51000000e-01,-0.00000000e+00,2.88675806e-12,2.87359433e-12,1.31637276e-14
1.52000000e-01,1.52000000e-01,-0.00000000e+00,2.97274088e-12,2.95953637e-12,1.32045132e-14
1.53000000e-01,1.53000000e-01,-0.00000000e+00,3.06129178e-12,3.04804527e-12,1.32465170e-14
1.54000000e-01,1.54000000e-01,-0.00000000e+00,3.15248731e-12,3.13919753e-12,1.32897752e-14
1.55000000e-01,1.55000000e-01,-0.00000000e+00,3.24640628e-12,3.23307195e-12,1.33343253e-14
1.56000000e-01,1.56000000e-01,-0.00000000e+00,3.34312985e-12,3.32974965e-12,1.33802058e-14
1.57000000e-01,1.57000000e-01,-0.00000000e+00,3.44274161e-12,3.42931415e-12,1.34274562e-14
1.58000000e-01,1.58000000e-01,-0.00000000e+00,3.54532760e-12,3.53185148e-12,1.34761175e-14
1.59000000e-01,1.59000000e-01,-0.00000000e+00,3.65097644e-12,3.63745021e-12,1.35262316e-14
1.60000000e-01,1.60000000e-01,-0.00000000e+00,3.75977937e-12,3.74620153e-12,1.35778418e-14
1.61000000e-01,1.61000000e-01,-0.00000000e+00,3.87183035e-12,3.85819936e-12,1.36309927e-14
1.62000000e-01,1.62000000e-01,-0.00000000e+00,3.98722611e-12,3.97354038e-12,1.36857302e-14
1.63000000e-01,1.63000000e-01,-0.00000000e+00,4.10606626e-12,4.09232416e-12,1.37421015e-14
1.64000000e-01,1.64000000e-01,-0.00000000e+00,4.22845339e-12,4.21465323e-12,1.38001553e-14
1.65000000e-01,1.65000000e-01,-0.00000000e+00,4.35449308e-12,4.34063314e-12,1.38599417e-14
1.66000000e-01,1.66000000e-01,-0.00000000e+00,4.48429411e-12,4.47037259e-12,1.39215122e-14
1.67000000e-01,1.67000000e-01,-0.00000000e+00,4.61796842e-12,4.60398350e-12,1.39849201e-14
1.68000000e-01,1.68000000e-01,-0.00000000e+00,4.75563133e-12,4.74158111e-12,1.40502198e-14
1.69000000e-01,1.69000000e-01,-0.00000000e+00,4.89740153e-12,4.88328406e-12,1.41174679e-14
1.70000000e-01,1.70000000e-01,-0.00000000e+00,5.04340125e-12,5.02921453e-12,1.41867221e-14
1.71000000e-01,1.71000000e-01,-0.00000000e+00,5.19375636e-12,5.17949832e-12,1.42580424e-14
1.72000000e-01,1.72000000e-01,-0.00000000e+00,5.34859644e-12,5.33426495e-12,1.43314900e-14
1.73000000e-01,1.73000000e-01,-0.00000000e+00,5.50805491e-12,5.49364778e-12,1.44071284e-14
1.74000000e-01,1.74000000e-01,-0.00000000e+00,5.67226914e-12,5.65778412e-12,1.44850226e-14
1.75000000e-01,1.75000000e-01,-0.00000000e+00,5.84138059e-12,5.82681535e-12,1.45652397e-14
1.76000000e-01,1.76000000e-01,-0.00000000e+00,6.01553489e-12,6.00088704e-12,1.46478489e-14
1.77000000e-01,1.77000000e-01,-0.00000000e+00,6.19488199e-12,6.18014906e-12,1.47329213e-14
1.78000000e-01,1.78000000e-01,-0.00000000e+00,6.37957627e-12,6.36475574e-12,1.48205300e-14
1.79000000e-01,1.79000000e-01,-0.00000000e+00,6.56977670e-12,6.55486595e-12,1.49107506e-14
1.80000000e-01,1.80000000e-01,-0.00000000e+00,6.76564695e-12,6.75064329e-12,1.50036605e-14
1.81000000e-01,1.81000000e-01,-0.00000000e+00,6.96735550e-12,6.95225616e-12,1.50993399e-14
1.82000000e-01,1.82000000e-01,-0.00000000e+00,7.17507587e-12,7.15987800e-12,1.51978708e-14
1.83000000e-01,1.83000000e-01,-0.00000000e+00,7.38898666e-12,7.37368732e-12,1.52993382e-14
1.84000000e-01,1.84000000e-01,-0.00000000e+00,7.60927178e-12,7.59386796e-12,1.54038291e-14
1.85000000e-01,1.85000000e-01,-0.00000000e+00,7.83612059e-12,7.82060915e-12,1.55114335e-14
1.86000000e-01,1.86000000e-01,-0.00000000e+00,8.06972800e-12,8.05410576e-12,1.56222438e-14
1.87000000e-01,1.87000000e-01,-0.00000000e+00,8.31029473e-12,8.29455838e-12,1.57363551e-14
1.88000000e-01,1.88000000e-01,-0.00000000e+00,8.55802741e-12,8.54217354e-12,1.58538655e-14
1.89000000e-01,1.89000000e-01,-0.00000000e+00,8.81313877e-12,8.79716389e-12,1.59748760e-14
1.90000000e-01,1.90000000e-01,-0.00000000e+00,9.07584782e-12,9.05974833e-12,1.60994903e-14
1.91000000e-01,1.91000000e-01,-0.00000000e+00,9.34638006e-12,9.33015225e-12,1.62278154e-14
1.92000000e-01,1.92000000e-01,-0.00000000e+00,9.62496762e-12,9.60860766e-12,1.63599616e-14
1.93000000e-01,1.93000000e-01,-0.00000000e+00,9.91184950e-12,9.89535346e-12,1.64960420e-14
1.94000000e-01,1.94000000e-01,-0.00000000e+00,1.02072717e-11,1.01906356e-11,1.66361734e-14
1.95000000e-01,1.95000000e-01,-0.00000000e+00,1.05114877e-11,1.04947072e-11,1.67804761e-14
1.96000000e-01,1.96000000e-01,-0.00000000e+00,1.08247580e-11,1.08078289e-11,1.69290735e-14
1.97000000e-01,1.97000000e-01,-0.00000000e+00,1.11473513e-11,1.11302692e-11,1.70820932e-14
1.98000000e-01,1.98000000e-01,-0.00000000e+00,1.14795438e-11,1.14623041e-11,1.72396662e-14
1.99000000e-01,1.99000000e-01,-0.00000000e+00,1.18216201e-11,1.18042182e-11,1.74019274e-14
2.00000000e-01,2.00000000e-01,-0.00000000e+00,1.21738732e-11,1.21563042e-11,1.75690159e-14
2.01000000e-01,2.01000000e-01,-0.00000000e+00,1.25366045e-11,1.25188634e-11,1.77410745e-14
2.02000000e-01,2.02000000e-01,-0.00000000e+00,1.29101244e-11,1.28922062e-11,1.79182506e-14
2.03000000e-01,2.03000000e-01,-0.00000000e+00,1.32947526e-11,1.32766519e-11,1.81006957e-14
2.04000000e-01,2.04000000e-01,-0.00000000e+00,1.36908179e-11,1.36725294e-11,1.82885658e-14
2.05000000e-01,2.05000000e-01,-0.00000000e+00,1.40986591e-11,1.40801770e-11,1.84820217e-14
2.06000000e-01,2.06000000e-01,-0.00000000e+00,1.45186246e-11,1.44999434e-11,1.86812285e-14
2.07000000e-01,2.07000000e-01,-0.00000000e+00,1.49510734e-11,1.49321871e-11,1.88863566e-14
2.08000000e-01,2.08000000e-01,-0.00000000e+00,1.53963749e-11,1.53772773e-11,1.90975811e-14
2.09000000e-01,2.09000000e-01,-0.00000000e+00,1.58549092e-11,1.58355942e-11,1.93150825e-14
2.10000000e-01,2.10000000e-01,-0.00000000e+00,1.63270680e-11,1.63075289e-11,1.95390463e-14
2.11000000e-01,2.11000000e-01,-0.00000000e+00,1.68132540e-11,1.67934843e-11,1.97696637e-14
2.12000000e-01,2.12000000e-01,-0.00000000e+00,1.73138820e-11,1.72938749e-11,2.00071314e-14
2.13000000e-01,2.13000000e-01,-0.00000000e+00,1.78293790e-11,1.78091273e-11,2.02516520e-14
2.14000000e-01,2.14000000e-01,-0.00000000e+00,1.83601844e-11,1.83396810e-11,2.05034338e-14
2.15000000e-01,2.15000000e-01,-0.00000000e+00,1.89067507e-11,1.88859880e-11,2.07626914e-14
2.16000000e-01,2.16000000e-01,-0.00000000e+00,1.94695433e-11,1.94485137e-11,2.10296457e-14
2.17000000e-01,2.17000000e-01,-0.00000000e+00,2.00490417e-11,2.00277372e-11,2.13045241e-14
2.18000000e-01,2.18000000e-01,-0.00000000e+00,2.06457391e-11,2.06241515e-11,2.15875604e-14
2.19000000e-01,2.19000000e-01,-0.00000000e+00,2.12601433e-11,2.12382643e-11,2.18789955e-14
2.20000000e-01,2.20000000e-01,-0.00000000e+00,2.18927769e-11,2.18705979e-11,2.21790774e-14
2.21000000e-01,2.21000000e-01,-0.00000000e+00,2.25441780e-11,2.25216899e-11,2.24880612e-14
2.22000000e-01,2.22000000e-01,-0.00000000e+00,2.32149001e-11,2.31920939e-11,2.28062095e-14
2.23000000e-01,2.23000000e-01,-0.00000000e+00,2.39055133e-11,2.38823795e-11,2.31337926e-14
2.24000000e-01,2.24000000e-01,-0.00000000e+00,2.46166040e-11,2.45931329e-11,2.34710887e-14
2.25000000e-01,2.25000000e-01,-0.00000000e+00,2.53487760e-11,2.53249576e-11,2.38183842e-14
2.26000000e-01,2.26000000e-01,-0.00000000e+00,2.61026506e-11,2.60784747e-11,2.41759738e-14
2.27000000e-01,2.27000000e-01,-0.00000000e+00,2.68788674e-11,2.68543233e-11,2.45441608e-14
2.28000000e-01,2.28000000e-01,-0.00000000e+00,2.76780845e-11,2.76531613e-11,2.49232574e-14
2.29000000e-01,2.29000000e-01,-0.00000000e+00,2.85009794e-11,2.84756658e-11,2.53135848e-14
2.30000000e-01,2.30000000e-01,-0.00000000e+00,2.93482492e-11,2.93225337e-11,2.57154738e-14
2.31000000e-01,2.31000000e-01,-0.00000000e+00,3.02206114e-11,3.01944822e-11,2.61292646e-14
2.32000000e-01,2.32000000e-01,-0.00000000e+00,3.11188045e-11,3.10922492e-11,2.65553074e-14
2.33000000e-01,2.33000000e-01,-0.00000000e+00,3.20435884e-11,3.20165944e-11,2.69939628e-14
2.34000000e-01,2.34000000e-01,-0.00000000e+00,3.29957451e-11,3.29682995e-11,2.74456017e-14
2.35000000e-01,2.35000000e-01,-0.00000000e+00,3.39760796e-11,3.39481690e-11,2.79106057e-14
2.36000000e-01,2.36000000e-01,-0.00000000e+00,3.49854202e-11,3.49570308e-11,2.83893677e-14
2.37000000e-01,2.37000000e-01,-0.00000000e+00,3.60246192e-11,3.59957369e-11,2.88822921e-14
2.38000000e-01,2.38000000e-01,-0.00000000e+00,3.70945538e-11,3.70651640e-11,2.93897947e-14
2.39000000e-01,2.39000000e-01,-0.00000000e+00,3.81961267e-11,3.81662144e-11,2.99123039e-14
2.40000000e-01,2.40000000e-01,-0.00000000e+00,3.93302669e-11,3.92998166e-11,3.04502600e-14
2.41000000e-01,2.41000000e-01,-0.00000000e+00,4.04979302e-11,4.04669261e-11,3.10041165e-14
2.42000000e-01,2.42000000e-01,-0.00000000e+00,4.17001002e-11,4.16685259e-11,3.15743400e-14
2.43000000e-01,2.43000000e-01,-0.00000000e+00,4.29377892e-11,4.29056278e-11,3.21614103e-14
2.44000000e-01,2.44000000e-01,-0.00000000e+00,4.42120386e-11,4.41792728e-11,3.27658216e-14
2.45000000e-01,2.45000000e-01,-0.00000000e+00,4.55239203e-11,4.54905323e-11,3.33880821e-14
2.46000000e-01,2.46000000e-01,-0.00000000e+00,4.68745370e-11,4.68405083e-11,3.40287147e-14
2.47000000e-01,2.47000000e-01,-0.00000000e+00,4.82650234e-11,4.82303352e-11,3.46882578e-14
2.48000000e-01,2.48000000e-01,-0.00000000e+00,4.96965472e-11,4.96611799e-11,3.53672649e-14
2.49000000e-01,2.49000000e-01,-0.00000000e+00,5.11703095e-11,5.11342432e-11,3.60663059e-14
